Dataset,PairedDates,VppNewPeakDates,PeakGuardCapPassDates,MeanPeakReductionKW,MedianPeakReductionKW,MaximumPeakReductionKW,MeanPeakReductionPercent,MeanBillPenaltyEUR,MaximumAbsoluteBillPenaltyEUR,MeanPaperSavingsSacrificePP,MedianPaperSavingsSacrificePP,MeanEngineeringSavingsSacrificePP,MedianEngineeringSavingsSacrificePP,MeanDaytimePeakChangeKW,MeanLoadRangeReductionKW,MeanGridImportChangeKWh,MeanBatteryThroughputChangeKWh,MeanPvCurtailmentChangeKWh,MaximumVppEnergyBalanceResidualKW,MaximumPeakGuardEnergyBalanceResidualKW,MaximumVppTerminalSocErrorKWh,MaximumPeakGuardTerminalSocErrorKWh,MaximumVppSimultaneousChargeDischargeKW,MaximumPeakGuardSimultaneousChargeDischargeKW
Ausgrid-no-161,12,6,12,27.2057935340073,0.8933199168975,121.260526315789,17.9709168769897,-8.2896652505345e-15,2.98427949019242e-13,1.1842378929335e-15,0,2.54611146980703e-14,0,0.277827500000238,27.2057935340072,3.26849658449646e-13,-2.82322313675346e-12,0.00584501084566676,4.8544501751735e-13,1.48375756126029e-12,0,0,0,0
