PairedDateCount,MaximumPvSelfBaselineBillAbsoluteDifference,MaximumP0AbsoluteDifferenceKW,SourceSha256
12,2.8421709430404e-14,2.8421709430404e-14,e4be46b3c9991c65735a9545319a2f1c33be8e639c75a17a88e0323a8e5098be
