Dataset,Day,Sequence,Strategy,Status,ErrorIdentifier,ErrorMessage,SourceEvidence,ReusedWithoutSolve,WallTimeSeconds,IntervalMinutes,HouseCount,PvHomeCount,PvBoundaryId,TransferLossFraction,BatteryCapacityKWhPerHome,BatteryPowerKWPerHome,PeakGuardCapKW,PaperLoadOnlyBaselineBillEUR,PaperSavingsPercent,PvSelfNoBatteryBaselineBillEUR,EngineeringSavingsPercent,OriginalLoadPeakKW,PvSelfNoBatteryPeakKW,OptimizedBillEUR,AllDayPeakKW,DaytimePeakKW,LoadRangeKW,TotalGridImportKWh,BatteryThroughputKWh,PvCurtailmentKWh,EnergyBalanceResidualKW,PvAllocationResidualKW,HomeBalanceResidualKW,BatteryDynamicsResidualKW,AggregateImportResidualKW,ChargeConversionResidualKW,DischargeConversionResidualKW,InitialSocErrorKWh,TerminalSocErrorKWh,SocBoundViolationKWh,ChargePowerViolationKW,DischargePowerViolationKW,AggregateImportNonnegativeViolationKW,SimultaneousChargeDischargeKW,MaximumLexicographicViolation,MinimumExitFlag,MaximumRelativeMipGap,StageCount,PeakExcessOverCapKW,CapViolationKW,ArtifactDirectory
StoreNet,24-Aug-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_typical_v1_20200824/cases/DC_XI007_H20/VPP_BM,1,NaN,30,20,10,DC_SOURCE,0.07,10,3.3,17.9361625,36.671172405,46.6664306157681,33.29714113,41.2620888313724,18.87078,17.9361625,19.558045178632,75.5007842105263,6.7168492989822e-15,75.5007842105263,214.92357339156,244.671414653528,0,3.17523785042795e-14,3.17523785042795e-14,2.87131429743681e-14,3.06005221162309e-14,0,0,0,0,0,1.11022302462516e-16,0,4.44089209850063e-16,1.22124532708767e-15,0,7.105427357601e-15,1,0,2,57.5646217105263,NaN,
StoreNet,24-Aug-2020,2,IMPROVED_PEAK_GUARD,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/baseline_typical_20200824_v2/metrics.csv;/profiles.csv;/manifest.json,1,NaN,30,20,10,DC_SOURCE,0.07,10,3.3,17.9361625,36.671172405,43.9038899748673,33.29714113,38.2196172953695,18.87078,17.9361625,20.5711012198149,17.9361625,7.2084505,17.9361625,212.657449236159,217.875128316187,0,6.21724893790088e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,-3.5527136788005e-15,0,
