Dataset,PairedDates,VppNewPeakDates,PeakGuardCapPassDates,MeanPeakReductionKW,MedianPeakReductionKW,MaximumPeakReductionKW,MeanPeakReductionPercent,MeanBillPenaltyEUR,MaximumAbsoluteBillPenaltyEUR,MeanPaperSavingsSacrificePP,MedianPaperSavingsSacrificePP,MeanEngineeringSavingsSacrificePP,MedianEngineeringSavingsSacrificePP,MeanDaytimePeakChangeKW,MeanLoadRangeReductionKW,MeanGridImportChangeKWh,MeanBatteryThroughputChangeKWh,MeanPvCurtailmentChangeKWh,MaximumVppEnergyBalanceResidualKW,MaximumPeakGuardEnergyBalanceResidualKW,MaximumVppTerminalSocErrorKWh,MaximumPeakGuardTerminalSocErrorKWh,MaximumVppSimultaneousChargeDischargeKW,MaximumPeakGuardSimultaneousChargeDischargeKW
StoreNet,1,1,1,57.5646217105263,57.5646217105263,57.5646217105263,76.2437401312458,1.01305604118294,1.01305604118294,2.76254064090084,2.76254064090084,3.04247153600291,3.04247153600291,7.20845049999999,57.5646217105263,-2.26612415540097,-26.7962863373407,0,3.17523785042795e-14,6.21724893790088e-15,0,0,0,0
