ComparedVppMetricCount,MaximumVppMetricAbsoluteDifference,MaximumVppProfileAbsoluteDifferenceKW,MaximumPvAvailableAbsoluteDifferenceKW,PeakGuardCapAbsoluteDifferenceKW
15,3.12638803734444e-13,0,8.88178419700125e-16,0
