SensitivityRole,PaperClaimCapacityMoreInfluentialThanPower,PaperMentionedCapacityRegion,PaperMentionedPowerRegion,LocalMeanCapacityRangePercentagePoints,LocalMeanPowerRangePercentagePoints,LocalSupportsCapacityInfluenceClaim,LocalMaximumCapacityRatio,LocalMaximumPowerRatio,LocalMaximumPaperLoadOnlySavingsPercent,LocalMeanSavingsInPaperMentionedRegionPercent,LocalMaximumInsidePaperMentionedRegion
PRIMARY,1,0.7--0.8,0.2--0.3,20.7385918238664,1.38269968554985,1,1,1,46.666430615768,43.9811282300692,0
