Time,LoadKW,PVKW,FiniteMinutes,AlignedMinutes,Rows,House,Date,ValidHour
2020-01-19 03:00:00,3.2398200000000004,0.0,60,60,60,8,2020-01-19,True
2020-01-19 04:00:00,0.34132,0.0,60,60,60,8,2020-01-19,True
2020-01-19 05:00:00,0.2374399999999999,0.0,60,60,60,8,2020-01-19,True
2020-01-19 06:00:00,0.20527,0.0,60,60,60,8,2020-01-19,True
2020-01-19 07:00:00,0.26961,0.0,60,60,60,8,2020-01-19,True
2020-01-19 08:00:00,0.26477,0.0,60,60,60,8,2020-01-19,True
2020-01-19 09:00:00,0.5865199999999999,0.0,60,60,60,8,2020-01-19,True
2020-01-19 10:00:00,0.09731,0.0,60,60,60,8,2020-01-19,True
2020-01-19 11:00:00,0.13981,0.0,60,60,60,8,2020-01-19,True
2020-01-19 12:00:00,0.1059399999999999,0.0,60,60,60,8,2020-01-19,True
2020-01-19 13:00:00,1.40887,0.0,60,60,60,8,2020-01-19,True
2020-01-19 14:00:00,0.37147,0.0,60,60,60,8,2020-01-19,True
2020-01-19 15:00:00,0.15574,0.0,60,60,60,8,2020-01-19,True
2020-01-19 16:00:00,0.17259,0.0,60,60,60,8,2020-01-19,True
2020-01-19 17:00:00,0.36007,0.0,60,60,60,8,2020-01-19,True
2020-01-19 18:00:00,0.92703,0.0,60,60,60,8,2020-01-19,True
2020-01-19 19:00:00,0.85139,0.0,60,60,60,8,2020-01-19,True
2020-01-19 20:00:00,1.27002,0.0,60,60,60,8,2020-01-19,True
2020-01-19 21:00:00,0.3857199999999999,0.0,60,60,60,8,2020-01-19,True
2020-01-19 22:00:00,0.33393,0.0,60,60,60,8,2020-01-19,True
2020-01-19 23:00:00,0.3503799999999999,0.0,60,60,60,8,2020-01-19,True
2020-06-21 00:00:00,0.19162,0.0,60,60,60,8,2020-06-21,True
2020-06-21 01:00:00,0.1301,0.0,60,60,60,8,2020-06-21,True
2020-06-21 02:00:00,0.19625,0.0,60,60,60,8,2020-06-21,True
2020-06-21 03:00:00,0.14994,0.0,60,60,60,8,2020-06-21,True
2020-06-21 04:00:00,0.11406,0.0,60,60,60,8,2020-06-21,True
2020-06-21 05:00:00,1.81928,0.0,60,60,60,8,2020-06-21,True
2020-06-21 06:00:00,3.64989,0.0,60,60,60,8,2020-06-21,True
2020-06-21 07:00:00,3.65804,0.0,60,60,60,8,2020-06-21,True
2020-06-21 08:00:00,0.32008,0.0,60,60,60,8,2020-06-21,True
2020-06-21 09:00:00,0.19578,0.0,60,60,60,8,2020-06-21,True
2020-06-21 10:00:00,0.44298,0.0,60,60,60,8,2020-06-21,True
2020-06-21 11:00:00,0.62279,0.0,60,60,60,8,2020-06-21,True
2020-06-21 12:00:00,0.25932,0.0,60,60,60,8,2020-06-21,True
2020-06-21 13:00:00,0.48837,0.0,60,60,60,8,2020-06-21,True
2020-06-21 14:00:00,0.23483,0.0,60,60,60,8,2020-06-21,True
2020-06-21 15:00:00,0.21628,0.0,60,60,60,8,2020-06-21,True
2020-06-21 16:00:00,0.20374,0.0,60,60,60,8,2020-06-21,True
2020-06-21 17:00:00,0.18092,0.0,60,60,60,8,2020-06-21,True
2020-06-21 18:00:00,0.97361,0.0,60,60,60,8,2020-06-21,True
2020-06-21 19:00:00,1.12268,0.0,60,60,60,8,2020-06-21,True
2020-06-21 20:00:00,0.5963200000000001,0.0,60,60,60,8,2020-06-21,True
2020-06-21 21:00:00,0.55423,0.0,60,60,60,8,2020-06-21,True
2020-06-21 22:00:00,0.24443,0.0,60,60,60,8,2020-06-21,True
2020-06-21 23:00:00,0.17759,0.0,60,60,60,8,2020-06-21,True
2020-01-19 00:00:00,0.59529,0.0,60,60,60,9,2020-01-19,True
2020-01-19 01:00:00,0.26427,0.0,60,60,60,9,2020-01-19,True
2020-01-19 02:00:00,0.212445,0.0,60,60,60,9,2020-01-19,True
2020-01-19 03:00:00,0.42926,0.0,60,60,60,9,2020-01-19,True
2020-01-19 04:00:00,0.19088,0.0,60,60,60,9,2020-01-19,True
2020-01-19 05:00:00,0.1501299999999999,0.0,60,60,60,9,2020-01-19,True
2020-01-19 06:00:00,0.23306,0.0,60,60,60,9,2020-01-19,True
2020-01-19 07:00:00,0.2430999999999999,0.0,60,60,60,9,2020-01-19,True
2020-01-19 08:00:00,0.43462,0.0,60,60,60,9,2020-01-19,True
2020-01-19 09:00:00,0.4747699999999999,0.0,60,60,60,9,2020-01-19,True
2020-01-19 10:00:00,0.3576999999999999,0.0,60,60,60,9,2020-01-19,True
2020-01-19 11:00:00,0.51655,0.0,60,60,60,9,2020-01-19,True
2020-01-19 12:00:00,1.09244,0.0,60,60,60,9,2020-01-19,True
2020-01-19 13:00:00,0.85273,0.0,60,60,60,9,2020-01-19,True
2020-01-19 14:00:00,0.41287,0.0,60,60,60,9,2020-01-19,True
2020-01-19 15:00:00,0.39632,0.0,60,60,60,9,2020-01-19,True
2020-01-19 16:00:00,1.21904,0.0,60,60,60,9,2020-01-19,True
2020-01-19 17:00:00,0.8843300000000001,0.0,60,60,60,9,2020-01-19,True
2020-01-19 18:00:00,0.6234700000000001,0.0,60,60,60,9,2020-01-19,True
2020-01-19 19:00:00,0.55879,0.0,60,60,60,9,2020-01-19,True
2020-01-19 20:00:00,1.17786,0.0,60,60,60,9,2020-01-19,True
2020-01-19 21:00:00,0.5722,0.0,60,60,60,9,2020-01-19,True
2020-01-19 22:00:00,0.8605600000000001,0.0,60,60,60,9,2020-01-19,True
2020-01-19 23:00:00,0.66707,0.0,60,60,60,9,2020-01-19,True
2020-06-21 00:00:00,0.13009,0.0,60,60,60,9,2020-06-21,True
2020-06-21 01:00:00,0.2164,0.0,60,60,60,9,2020-06-21,True
2020-06-21 02:00:00,0.14009,0.0,60,60,60,9,2020-06-21,True
2020-06-21 03:00:00,0.11714,0.0,60,60,60,9,2020-06-21,True
2020-06-21 04:00:00,0.20023,0.0,60,60,60,9,2020-06-21,True
2020-06-21 05:00:00,0.13653,0.0,60,60,60,9,2020-06-21,True
2020-06-21 06:00:00,0.1290799999999999,0.0,60,60,60,9,2020-06-21,True
2020-06-21 07:00:00,0.20018,0.0,60,60,60,9,2020-06-21,True
2020-06-21 08:00:00,0.16794,0.0,60,60,60,9,2020-06-21,True
2020-06-21 09:00:00,0.13578,0.0,60,60,60,9,2020-06-21,True
2020-06-21 10:00:00,0.22865,0.0,60,60,60,9,2020-06-21,True
2020-06-21 11:00:00,0.1877299999999999,0.0,60,60,60,9,2020-06-21,True
2020-06-21 12:00:00,0.17653,0.0,60,60,60,9,2020-06-21,True
2020-06-21 13:00:00,0.23016,0.0,60,60,60,9,2020-06-21,True
2020-06-21 14:00:00,0.22984,0.0,60,60,60,9,2020-06-21,True
2020-06-21 15:00:00,0.2282,0.0,60,60,60,9,2020-06-21,True
2020-06-21 16:00:00,0.20837,0.0,60,60,60,9,2020-06-21,True
2020-06-21 17:00:00,0.14943,0.0,60,60,60,9,2020-06-21,True
2020-06-21 18:00:00,0.22885,0.0,60,60,60,9,2020-06-21,True
2020-06-21 19:00:00,0.12702,0.0,60,60,60,9,2020-06-21,True
2020-06-21 20:00:00,0.23781,0.0,60,60,60,9,2020-06-21,True
2020-06-21 21:00:00,0.12827,0.0,60,60,60,9,2020-06-21,True
2020-06-21 22:00:00,0.23249,0.0,60,60,60,9,2020-06-21,True
2020-06-21 23:00:00,0.13631,0.0,60,60,60,9,2020-06-21,True
2020-01-19 00:00:00,0.88743,0.0,60,60,60,10,2020-01-19,True
2020-01-19 01:00:00,2.8178400000000003,0.0,60,60,60,10,2020-01-19,True
2020-01-19 02:00:00,2.87623,0.0,60,60,60,10,2020-01-19,True
2020-01-19 03:00:00,2.0835749999999997,0.0,60,60,60,10,2020-01-19,True
2020-01-19 04:00:00,0.1279,0.0,60,60,60,10,2020-01-19,True
2020-01-19 05:00:00,0.0899399999999999,0.0,60,60,60,10,2020-01-19,True
2020-01-19 06:00:00,0.40293,0.0,60,60,60,10,2020-01-19,True
2020-01-19 07:00:00,0.25401,0.0,60,60,60,10,2020-01-19,True
2020-01-19 08:00:00,0.85066,0.00581,60,60,60,10,2020-01-19,True
2020-01-19 09:00:00,1.56536,0.45473,60,60,60,10,2020-01-19,True
2020-01-19 10:00:00,0.2453199999999999,1.15025,60,60,60,10,2020-01-19,True
2020-01-19 11:00:00,0.38137,1.30156,60,60,60,10,2020-01-19,True
2020-01-19 12:00:00,0.5804199999999999,1.34695,60,60,60,10,2020-01-19,True
2020-01-19 13:00:00,1.28772,0.68472,60,60,60,10,2020-01-19,True
2020-01-19 14:00:00,1.72752,0.7594099999999999,60,60,60,10,2020-01-19,True
2020-01-19 15:00:00,2.39118,0.23708,60,60,60,10,2020-01-19,True
2020-01-19 16:00:00,0.31235,0.03214,60,60,60,10,2020-01-19,True
2020-01-19 17:00:00,0.5824400000000001,0.0,60,60,60,10,2020-01-19,True
2020-01-19 18:00:00,1.17178,0.0,60,60,60,10,2020-01-19,True
2020-01-19 19:00:00,0.58253,0.0,60,60,60,10,2020-01-19,True
2020-01-19 20:00:00,0.20074,0.0,60,60,60,10,2020-01-19,True
2020-01-19 21:00:00,0.11364,0.0,60,60,60,10,2020-01-19,True
2020-01-19 22:00:00,0.1048299999999999,0.0,60,60,60,10,2020-01-19,True
2020-01-19 23:00:00,0.0589,0.0,60,60,60,10,2020-01-19,True
2020-06-21 00:00:00,1.03681,0.0,60,60,60,10,2020-06-21,True
2020-06-21 01:00:00,0.92602,0.0,60,60,60,10,2020-06-21,True
2020-06-21 02:00:00,0.45412,0.0,60,60,60,10,2020-06-21,True
2020-06-21 03:00:00,0.44523,0.0,60,60,60,10,2020-06-21,True
2020-06-21 04:00:00,0.4416899999999999,0.0,60,60,60,10,2020-06-21,True
2020-06-21 05:00:00,0.69136,0.0,60,60,60,10,2020-06-21,True
2020-06-21 06:00:00,0.4487,0.04276,60,60,60,10,2020-06-21,True
2020-06-21 07:00:00,0.41554,0.29586,60,60,60,10,2020-06-21,True
2020-06-21 08:00:00,0.2996399999999999,0.6881499999999999,60,60,60,10,2020-06-21,True
2020-06-21 09:00:00,0.34204,0.68753,60,60,60,10,2020-06-21,True
2020-06-21 10:00:00,1.0932,1.20529,60,60,60,10,2020-06-21,True
2020-06-21 11:00:00,1.68025,1.5496800000000002,60,60,60,10,2020-06-21,True
2020-06-21 12:00:00,0.2956,1.60814,60,60,60,10,2020-06-21,True
2020-06-21 13:00:00,0.87991,1.59221,60,60,60,10,2020-06-21,True
2020-06-21 14:00:00,0.4266399999999999,1.59554,60,60,60,10,2020-06-21,True
2020-06-21 15:00:00,0.17695,1.15843,60,60,60,10,2020-06-21,True
2020-06-21 16:00:00,0.14088,0.87658,60,60,60,10,2020-06-21,True
2020-06-21 17:00:00,0.22845,0.32508,60,60,60,10,2020-06-21,True
2020-06-21 18:00:00,0.22169,0.25792,60,60,60,10,2020-06-21,True
2020-06-21 19:00:00,0.23194,0.16601,60,60,60,10,2020-06-21,True
2020-06-21 20:00:00,0.3533799999999999,0.07801,60,60,60,10,2020-06-21,True
2020-06-21 21:00:00,0.32101,0.00878,60,60,60,10,2020-06-21,True
2020-06-21 22:00:00,1.45662,0.0,60,60,60,10,2020-06-21,True
2020-06-21 23:00:00,0.466,0.0,60,60,60,10,2020-06-21,True
2020-01-19 00:00:00,0.76248,0.0,60,60,60,11,2020-01-19,True
2020-01-19 01:00:00,0.28,0.0,60,60,60,11,2020-01-19,True
2020-01-19 02:00:00,0.22441,0.0,60,60,60,11,2020-01-19,True
2020-01-19 03:00:00,0.25261,0.0,60,60,60,11,2020-01-19,True
2020-01-19 04:00:00,0.22688,0.0,60,60,60,11,2020-01-19,True
2020-01-19 05:00:00,0.24211,0.0,60,60,60,11,2020-01-19,True
2020-01-19 06:00:00,2.5975300000000003,0.0,60,60,60,11,2020-01-19,True
2020-01-19 07:00:00,0.34797,0.0,60,60,60,11,2020-01-19,True
2020-01-19 08:00:00,0.28067,0.00156,60,60,60,11,2020-01-19,True
2020-01-19 09:00:00,1.45331,0.2713299999999999,60,60,60,11,2020-01-19,True
2020-01-19 10:00:00,0.39316,0.92012,60,60,60,11,2020-01-19,True
2020-01-19 11:00:00,1.54293,1.1025699999999998,60,60,60,11,2020-01-19,True
2020-01-19 12:00:00,1.86754,0.7667999999999999,60,60,60,11,2020-01-19,True
2020-01-19 13:00:00,0.86164,0.43289,60,60,60,11,2020-01-19,True
2020-01-19 14:00:00,0.47258,0.66123,60,60,60,11,2020-01-19,True
2020-01-19 15:00:00,2.030875,0.299015,60,60,60,11,2020-01-19,True
2020-01-19 16:00:00,3.2413499999999997,0.039,60,60,60,11,2020-01-19,True
2020-01-19 17:00:00,3.01306,0.0,60,60,60,11,2020-01-19,True
2020-01-19 18:00:00,2.30637,0.0,60,60,60,11,2020-01-19,True
2020-01-19 19:00:00,0.93491,0.0,60,60,60,11,2020-01-19,True
2020-01-19 20:00:00,0.93003,0.0,60,60,60,11,2020-01-19,True
2020-01-19 21:00:00,2.68991,0.0,60,60,60,11,2020-01-19,True
2020-01-19 22:00:00,2.6374899999999997,0.0,60,60,60,11,2020-01-19,True
2020-01-19 23:00:00,0.68253,0.0,60,60,60,11,2020-01-19,True
2020-06-21 00:00:00,1.35404,0.0,60,60,60,11,2020-06-21,True
2020-06-21 01:00:00,0.16817,0.0,60,60,60,11,2020-06-21,True
2020-06-21 02:00:00,0.15483,0.0,60,60,60,11,2020-06-21,True
2020-06-21 03:00:00,0.11807,0.0,60,60,60,11,2020-06-21,True
2020-06-21 04:00:00,0.13856,0.0,60,60,60,11,2020-06-21,True
2020-06-21 05:00:00,0.12877,0.0,60,60,60,11,2020-06-21,True
2020-06-21 06:00:00,0.1300799999999999,0.03793,60,60,60,11,2020-06-21,True
2020-06-21 07:00:00,0.1440449999999999,0.1265,60,60,60,11,2020-06-21,True
2020-06-21 08:00:00,0.88518,0.26819,60,60,60,11,2020-06-21,True
2020-06-21 09:00:00,0.27781,0.53449,60,60,60,11,2020-06-21,True
2020-06-21 10:00:00,0.48773,1.07773,60,60,60,11,2020-06-21,True
2020-06-21 11:00:00,1.22619,1.51814,60,60,60,11,2020-06-21,True
2020-06-21 12:00:00,0.43975,1.65478,60,60,60,11,2020-06-21,True
2020-06-21 13:00:00,0.85065,1.49986,60,60,60,11,2020-06-21,True
2020-06-21 14:00:00,0.93099,1.54209,60,60,60,11,2020-06-21,True
2020-06-21 15:00:00,0.25718,1.24768,60,60,60,11,2020-06-21,True
2020-06-21 16:00:00,1.4403,1.06505,60,60,60,11,2020-06-21,True
2020-06-21 17:00:00,0.27017,0.70121,60,60,60,11,2020-06-21,True
2020-06-21 18:00:00,1.08646,0.30025,60,60,60,11,2020-06-21,True
2020-06-21 19:00:00,2.5562,0.15811,60,60,60,11,2020-06-21,True
2020-06-21 20:00:00,2.6008400000000003,0.07263,60,60,60,11,2020-06-21,True
2020-06-21 21:00:00,1.45668,0.01031,60,60,60,11,2020-06-21,True
2020-06-21 22:00:00,0.89854,0.0,60,60,60,11,2020-06-21,True
2020-06-21 23:00:00,0.70533,0.0,60,60,60,11,2020-06-21,True
2020-01-19 00:00:00,0.2718399999999999,0.0,60,60,60,12,2020-01-19,True
2020-01-19 01:00:00,0.13388,0.0,60,60,60,12,2020-01-19,True
2020-01-19 02:00:00,0.10595,0.0,60,60,60,12,2020-01-19,True
2020-01-19 03:00:00,0.137175,0.0,60,60,60,12,2020-01-19,True
2020-01-19 04:00:00,0.14414,0.0,60,60,60,12,2020-01-19,True
2020-01-19 05:00:00,0.10857,0.0,60,60,60,12,2020-01-19,True
2020-01-19 06:00:00,0.14171,0.0,60,60,60,12,2020-01-19,True
2020-01-19 07:00:00,0.2157899999999999,0.0,60,60,60,12,2020-01-19,True
2020-01-19 08:00:00,0.42843,0.0,60,60,60,12,2020-01-19,True
2020-01-19 09:00:00,0.79836,0.0,60,60,60,12,2020-01-19,True
2020-01-19 10:00:00,0.15481,0.0,60,60,60,12,2020-01-19,True
2020-01-19 11:00:00,0.1510699999999999,0.0,60,60,60,12,2020-01-19,True
2020-01-19 12:00:00,0.18214,0.0,60,60,60,12,2020-01-19,True
2020-01-19 13:00:00,0.22615,0.0,60,60,60,12,2020-01-19,True
2020-01-19 14:00:00,0.23802,0.0,60,60,60,12,2020-01-19,True
2020-01-19 15:00:00,0.25013,0.0,60,60,60,12,2020-01-19,True
2020-01-19 16:00:00,0.2575199999999999,0.0,60,60,60,12,2020-01-19,True
2020-01-19 17:00:00,0.27591,0.0,60,60,60,12,2020-01-19,True
2020-01-19 18:00:00,0.5562,0.0,60,60,60,12,2020-01-19,True
2020-01-19 19:00:00,0.44567,0.0,60,60,60,12,2020-01-19,True
2020-01-19 20:00:00,0.3903399999999999,0.0,60,60,60,12,2020-01-19,True
2020-01-19 21:00:00,0.22531,0.0,60,60,60,12,2020-01-19,True
2020-01-19 22:00:00,0.13918,0.0,60,60,60,12,2020-01-19,True
2020-01-19 23:00:00,0.17472,0.0,60,60,60,12,2020-01-19,True
2020-06-21 00:00:00,0.141455,0.0,60,60,60,12,2020-06-21,True
2020-06-21 01:00:00,0.13843,0.0,60,60,60,12,2020-06-21,True
2020-06-21 02:00:00,0.19406,0.0,60,60,60,12,2020-06-21,True
2020-06-21 03:00:00,0.13958,0.0,60,60,60,12,2020-06-21,True
2020-06-21 04:00:00,0.10861,0.0,60,60,60,12,2020-06-21,True
2020-06-21 05:00:00,0.15346,0.0,60,60,60,12,2020-06-21,True
2020-06-21 06:00:00,0.20747,0.0,60,60,60,12,2020-06-21,True
2020-06-21 07:00:00,0.38081,0.0,60,60,60,12,2020-06-21,True
2020-06-21 08:00:00,0.19591,0.0,60,60,60,12,2020-06-21,True
2020-06-21 09:00:00,0.5484199999999999,0.0,60,60,60,12,2020-06-21,True
2020-06-21 10:00:00,0.61291,0.0,60,60,60,12,2020-06-21,True
2020-06-21 11:00:00,0.26893,0.0,60,60,60,12,2020-06-21,True
2020-06-21 12:00:00,0.40658,0.0,60,60,60,12,2020-06-21,True
2020-06-21 13:00:00,0.34324,0.0,60,60,60,12,2020-06-21,True
2020-06-21 14:00:00,1.49163,0.0,60,60,60,12,2020-06-21,True
2020-06-21 15:00:00,0.60478,0.0,60,60,60,12,2020-06-21,True
2020-06-21 16:00:00,0.31343,0.0,60,60,60,12,2020-06-21,True
2020-06-21 17:00:00,0.26164,0.0,60,60,60,12,2020-06-21,True
2020-06-21 18:00:00,0.24201,0.0,60,60,60,12,2020-06-21,True
2020-06-21 19:00:00,0.25917,0.0,60,60,60,12,2020-06-21,True
2020-06-21 20:00:00,0.37472,0.0,60,60,60,12,2020-06-21,True
2020-06-21 21:00:00,0.31148,0.0,60,60,60,12,2020-06-21,True
2020-06-21 22:00:00,0.24906,0.0,60,60,60,12,2020-06-21,True
2020-06-21 23:00:00,0.18571,0.0,60,60,60,12,2020-06-21,True
2020-01-19 00:00:00,0.19238,0.0,60,60,60,13,2020-01-19,True
2020-01-19 01:00:00,0.18568,0.0,60,60,60,13,2020-01-19,True
2020-01-19 02:00:00,0.18572,0.0,60,60,60,13,2020-01-19,True
2020-01-19 03:00:00,0.18566,0.0,60,60,60,13,2020-01-19,True
2020-01-19 04:00:00,0.51488,0.0,60,60,60,13,2020-01-19,True
2020-01-19 05:00:00,0.43997,0.0,60,60,60,13,2020-01-19,True
2020-01-19 06:00:00,0.84017,0.0,60,60,60,13,2020-01-19,True
2020-01-19 07:00:00,0.46985,0.0,60,60,60,13,2020-01-19,True
2020-01-19 08:00:00,0.44531,0.0,60,60,60,13,2020-01-19,True
2020-01-19 09:00:00,0.26748,0.0447899999999999,60,60,60,13,2020-01-19,True
2020-01-19 10:00:00,0.22181,0.2175699999999999,60,60,60,13,2020-01-19,True
2020-01-19 11:00:00,0.20425,0.27392,60,60,60,13,2020-01-19,True
2020-01-19 12:00:00,0.19665,0.26104,60,60,60,13,2020-01-19,True
2020-01-19 13:00:00,0.20788,0.25816,60,60,60,13,2020-01-19,True
2020-01-19 14:00:00,0.1847299999999999,0.67474,60,60,60,13,2020-01-19,True
2020-01-19 15:00:00,0.1786599999999999,0.5580700000000001,60,60,60,13,2020-01-19,True
2020-01-19 16:00:00,0.18918,0.03949,60,60,60,13,2020-01-19,True
2020-01-19 17:00:00,1.1985,0.0,60,60,60,13,2020-01-19,True
2020-01-19 18:00:00,0.43722,0.0,60,60,60,13,2020-01-19,True
2020-01-19 19:00:00,0.26606,0.0,60,60,60,13,2020-01-19,True
2020-01-19 20:00:00,0.33032,0.0,60,60,60,13,2020-01-19,True
2020-01-19 21:00:00,0.26286,0.0,60,60,60,13,2020-01-19,True
2020-01-19 22:00:00,0.24586,0.0,60,60,60,13,2020-01-19,True
2020-01-19 23:00:00,0.2261999999999999,0.0,60,60,60,13,2020-01-19,True
2020-06-21 00:00:00,0.08936,0.0,60,60,60,13,2020-06-21,True
2020-06-21 01:00:00,0.08888,0.0,60,60,60,13,2020-06-21,True
2020-06-21 02:00:00,0.41573,0.0,60,60,60,13,2020-06-21,True
2020-06-21 03:00:00,0.2703,0.0,60,60,60,13,2020-06-21,True
2020-06-21 04:00:00,0.6250399999999999,0.0,60,60,60,13,2020-06-21,True
2020-06-21 05:00:00,0.08533,0.0,60,60,60,13,2020-06-21,True
2020-06-21 06:00:00,0.35869,0.05169,60,60,60,13,2020-06-21,True
2020-06-21 07:00:00,0.90564,0.13022,60,60,60,13,2020-06-21,True
2020-06-21 08:00:00,0.41117,0.22327,60,60,60,13,2020-06-21,True
2020-06-21 09:00:00,0.19174,0.44824,60,60,60,13,2020-06-21,True
2020-06-21 10:00:00,0.26936,0.74261,60,60,60,13,2020-06-21,True
2020-06-21 11:00:00,0.24571,1.11142,60,60,60,13,2020-06-21,True
2020-06-21 12:00:00,0.2006399999999999,1.43505,60,60,60,13,2020-06-21,True
2020-06-21 13:00:00,0.29884,1.72452,60,60,60,13,2020-06-21,True
2020-06-21 14:00:00,0.23748,1.8702,60,60,60,13,2020-06-21,True
2020-06-21 15:00:00,0.30273,1.94437,60,60,60,13,2020-06-21,True
2020-06-21 16:00:00,0.45116,1.90737,60,60,60,13,2020-06-21,True
2020-06-21 17:00:00,0.2450099999999999,1.43235,60,60,60,13,2020-06-21,True
2020-06-21 18:00:00,0.5036,0.6921,60,60,60,13,2020-06-21,True
2020-06-21 19:00:00,0.13271,0.50228,60,60,60,13,2020-06-21,True
2020-06-21 20:00:00,0.16464,0.10903,60,60,60,13,2020-06-21,True
2020-06-21 21:00:00,0.11393,0.01865,60,60,60,13,2020-06-21,True
2020-06-21 22:00:00,0.15811,0.0,60,60,60,13,2020-06-21,True
2020-06-21 23:00:00,0.10567,0.0,60,60,60,13,2020-06-21,True
2020-01-19 00:00:00,0.38896,0.0,60,60,60,14,2020-01-19,True
2020-01-19 01:00:00,0.23972,0.0,60,60,60,14,2020-01-19,True
2020-01-19 02:00:00,0.2545,0.0,60,60,60,14,2020-01-19,True
2020-01-19 03:00:00,0.23723,0.0,60,60,60,14,2020-01-19,True
2020-01-19 04:00:00,0.23438,0.0,60,60,60,14,2020-01-19,True
2020-01-19 05:00:00,0.24752,0.0,60,60,60,14,2020-01-19,True
2020-01-19 06:00:00,0.31962,0.0,60,60,60,14,2020-01-19,True
2020-01-19 07:00:00,0.50193,0.0,60,60,60,14,2020-01-19,True
2020-01-19 08:00:00,2.75946,0.0,60,60,60,14,2020-01-19,True
2020-01-19 09:00:00,1.15515,0.0,60,60,60,14,2020-01-19,True
2020-01-19 10:00:00,0.26344,0.0,60,60,60,14,2020-01-19,True
2020-01-19 11:00:00,3.40206,0.0,60,60,60,14,2020-01-19,True
2020-01-19 12:00:00,1.78164,0.0,60,60,60,14,2020-01-19,True
2020-01-19 13:00:00,2.6428499999999997,0.0,60,60,60,14,2020-01-19,True
2020-01-19 14:00:00,2.0802400000000003,0.0,60,60,60,14,2020-01-19,True
2020-01-19 15:00:00,3.56425,0.0,60,60,60,14,2020-01-19,True
2020-01-19 16:00:00,1.59533,0.0,60,60,60,14,2020-01-19,True
2020-01-19 17:00:00,5.45247,0.0,60,60,60,14,2020-01-19,True
2020-01-19 18:00:00,2.2051399999999997,0.0,60,60,60,14,2020-01-19,True
2020-01-19 19:00:00,1.19845,0.0,60,60,60,14,2020-01-19,True
2020-01-19 20:00:00,0.8673,0.0,60,60,60,14,2020-01-19,True
2020-01-19 21:00:00,1.13352,0.0,60,60,60,14,2020-01-19,True
2020-01-19 22:00:00,0.8861,0.0,60,60,60,14,2020-01-19,True
2020-01-19 23:00:00,0.65158,0.0,60,60,60,14,2020-01-19,True
2020-06-21 00:00:00,0.44548,0.0,60,60,60,14,2020-06-21,True
2020-06-21 01:00:00,1.00882,0.0,60,60,60,14,2020-06-21,True
2020-06-21 02:00:00,0.7306699999999999,0.0,60,60,60,14,2020-06-21,True
2020-06-21 03:00:00,0.2309,0.0,60,60,60,14,2020-06-21,True
2020-06-21 04:00:00,0.23004,0.0,60,60,60,14,2020-06-21,True
2020-06-21 05:00:00,0.2927,0.0,60,60,60,14,2020-06-21,True
2020-06-21 06:00:00,0.29748,0.0,60,60,60,14,2020-06-21,True
2020-06-21 07:00:00,0.28205,0.0,60,60,60,14,2020-06-21,True
2020-06-21 08:00:00,0.23308,0.0,60,60,60,14,2020-06-21,True
2020-06-21 09:00:00,0.6133500000000001,0.0,60,60,60,14,2020-06-21,True
2020-06-21 10:00:00,1.41141,0.0,60,60,60,14,2020-06-21,True
2020-06-21 11:00:00,0.28923,0.0,60,60,60,14,2020-06-21,True
2020-06-21 12:00:00,0.23521,0.0,60,60,60,14,2020-06-21,True
2020-06-21 13:00:00,0.30482,0.0,60,60,60,14,2020-06-21,True
2020-06-21 14:00:00,0.22351,0.0,60,60,60,14,2020-06-21,True
2020-06-21 15:00:00,0.24155,0.0,60,60,60,14,2020-06-21,True
2020-06-21 16:00:00,0.25342,0.0,60,60,60,14,2020-06-21,True
2020-06-21 17:00:00,1.03115,0.0,60,60,60,14,2020-06-21,True
2020-06-21 18:00:00,1.08467,0.0,60,60,60,14,2020-06-21,True
2020-06-21 19:00:00,0.27115,0.0,60,60,60,14,2020-06-21,True
2020-06-21 20:00:00,1.47597,0.0,60,60,60,14,2020-06-21,True
2020-06-21 21:00:00,0.6025499999999999,0.0,60,60,60,14,2020-06-21,True
2020-06-21 22:00:00,0.50236,0.0,60,60,60,14,2020-06-21,True
2020-06-21 23:00:00,0.45073,0.0,60,60,60,14,2020-06-21,True
2020-01-19 00:00:00,0.8579199999999999,0.0,60,60,60,15,2020-01-19,True
2020-01-19 01:00:00,0.45122,0.0,60,60,60,15,2020-01-19,True
2020-01-19 02:00:00,0.17254,0.0,60,60,60,15,2020-01-19,True
2020-01-19 03:00:00,0.15339,0.0,60,60,60,15,2020-01-19,True
2020-01-19 04:00:00,0.18492,0.0,60,60,60,15,2020-01-19,True
2020-01-19 05:00:00,0.37299,0.0,60,60,60,15,2020-01-19,True
2020-01-19 06:00:00,0.17339,0.0,60,60,60,15,2020-01-19,True
2020-01-19 07:00:00,0.1566399999999999,0.0,60,60,60,15,2020-01-19,True
2020-01-19 08:00:00,0.6941900000000001,0.0,60,60,60,15,2020-01-19,True
2020-01-19 09:00:00,0.72746,0.0,60,60,60,15,2020-01-19,True
2020-01-19 10:00:00,0.71757,0.0,60,60,60,15,2020-01-19,True
2020-01-19 11:00:00,1.46191,0.0,60,60,60,15,2020-01-19,True
2020-01-19 12:00:00,2.1806799999999997,0.0,60,60,60,15,2020-01-19,True
2020-01-19 13:00:00,1.10122,0.0,60,60,60,15,2020-01-19,True
2020-01-19 14:00:00,2.76156,0.0,60,60,60,15,2020-01-19,True
2020-01-19 15:00:00,0.80196,0.0,60,60,60,15,2020-01-19,True
