Experiment,Month,Day,Sequence,Strategy,Alpha,RequestedCapKW,EffectiveCapKW,P0KW,PminKW,Status,ErrorIdentifier,ErrorMessage,WallTimeSeconds,AcceptancePassed,AcceptanceMessage,BaselineBillEUR,OptimizedBillEUR,SavingsEUR,SavingsPercent,BaselinePeakImportKW,PeakImportKW,DaytimePeakImportKW,ImportSpreadKW,TotalGridImportKWh,TotalBatteryThroughputKWh,TotalCurtailedPvKWh,TotalSharedExportKWh,EnergyBalanceResidualKW,TerminalSocErrorKWh,SimultaneousChargeDischargeKW,ExitFlags,MinimumExitFlag
frontier_ps_reference,3,12-Mar-2013,1,PS,NaN,NaN,NaN,52.926,42.7155283357235,ok,,,17.9286704166667,1,,79.323284,25.5280050064378,53.7952789935622,67.8177658322394,52.926,42.7155283357235,6.88338275267597e-15,42.7155283357235,280.527527543272,534.623640211841,0,160.555619635807,2.41473507855972e-15,0,0,1;1;1,1
frontier_ps_reference,6,26-Jun-2013,1,PS,NaN,NaN,NaN,87.322,73.2680125830424,ok,,,15.4651699583333,1,,154.243455,118.355225509374,35.8882294906262,23.2672624524821,87.322,73.2680125830424,65.42,73.2680125830424,1062.50119573183,581.079256334575,0,52.0807849462366,1.06581410364015e-14,0,0,1;1;1,1
frontier_ps_reference,9,06-Sep-2012,1,PS,NaN,NaN,NaN,61.284,61.284,ok,,,14.734602,1,,81.495705,21.2447683944767,60.2509366055233,73.9314257181079,61.284,61.284,2.66453525910038e-15,61.284,233.458993345897,690.005961865541,0.0236096325080794,186.502614838717,4.24660306919122e-15,0,0,1;1;1,1
frontier_ps_reference,12,21-Dec-2012,1,PS,NaN,NaN,NaN,59.6,45.3550880841733,ok,,,31.8463090833333,1,,81.66197,43.2970860973016,38.3648839026984,46.9801106962009,59.6,45.3550880841733,8.88178419700125e-16,45.3550880841734,475.792154915402,421.41156913326,0,73.5726793140726,3.10862446895044e-15,0,0,1;1;1,1
