Month,P0KW,PminKW,TechnicalPeakReductionPercent,Alpha1BillEUR,Alpha0BillEUR,Alpha0BillPremiumPercent,Alpha1SavingsPercent,Alpha0SavingsPercent,SavingsChangePercentagePoints
3,52.926,42.7155283357235,19.2919768436619,25.5054109904159,25.5280050015223,0.0885851677312255,67.8462492924324,67.8177658384362,-0.028483453996202
6,87.322,73.2680125830424,16.0944405956776,107.899467631977,118.355224649609,9.69027674287926,30.0459992730471,23.2672630098901,-6.778736263157
9,61.284,61.284,0,21.2447683944767,21.2447683944766,-4.66293670342566e-13,73.9314257181078,73.9314257181079,9.9475983006414e-14
12,59.6,45.3550880841733,23.9008589191723,43.246847803409,43.2970988197835,0.116195789813234,47.041630512454,46.9800951167557,-0.0615353956983
