Dataset,Day,Sequence,Strategy,Status,ErrorIdentifier,ErrorMessage,SourceEvidence,ReusedWithoutSolve,WallTimeSeconds,IntervalMinutes,HouseCount,PvHomeCount,PvBoundaryId,TransferLossFraction,BatteryCapacityKWhPerHome,BatteryPowerKWPerHome,PeakGuardCapKW,PaperLoadOnlyBaselineBillEUR,PaperSavingsPercent,PvSelfNoBatteryBaselineBillEUR,EngineeringSavingsPercent,OriginalLoadPeakKW,PvSelfNoBatteryPeakKW,OptimizedBillEUR,AllDayPeakKW,DaytimePeakKW,LoadRangeKW,TotalGridImportKWh,BatteryThroughputKWh,PvCurtailmentKWh,EnergyBalanceResidualKW,PvAllocationResidualKW,HomeBalanceResidualKW,BatteryDynamicsResidualKW,AggregateImportResidualKW,ChargeConversionResidualKW,DischargeConversionResidualKW,InitialSocErrorKWh,TerminalSocErrorKWh,SocBoundViolationKWh,ChargePowerViolationKW,DischargePowerViolationKW,AggregateImportNonnegativeViolationKW,SimultaneousChargeDischargeKW,MaximumLexicographicViolation,MinimumExitFlag,MaximumRelativeMipGap,StageCount,PeakExcessOverCapKW,CapViolationKW,ArtifactDirectory
StoreNet,15-Oct-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,14.855774,35.323193125,56.3296183240124,30.789465379,49.899184451722,15.72019,14.855774,15.4257732578337,45.3461080722706,4.9960036108132e-16,45.3461080722706,169.513991844327,163.187562703748,NaN,1.55431223447522e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,30.4903340722706,NaN,
StoreNet,15-Oct-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.38757508333333,60,20,10,DC_SOURCE,0.07,10,3.3,14.855774,35.323193125,55.532690589653,30.789465379,48.9849096528277,15.72019,14.855774,15.7072735805082,14.855774,1.90646,14.855774,169.21554695365,158.421080724348,0,1.4432899320127e-14,4.44089209850063e-16,1.4432899320127e-14,1.11022302462516e-15,0,0,0,0,0,1.43218770176645e-14,0,0,1.27675647831893e-15,0,3.5527136788005e-15,1,8.11296396561651e-07,2,1.59872115546023e-14,1.59872115546023e-14,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-10-15/IMPROVED_PEAK_GUARD
StoreNet,16-Oct-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,17.5111735,35.190964195,57.8076171174241,30.86806789375,51.8988152924501,17.52302,17.5111735,14.8479063532246,38.9394832770083,1.76247905159244e-15,38.9394832770083,163.163806079391,175.398481220483,NaN,8.74855743404623e-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,21.4283097770083,NaN,
StoreNet,16-Oct-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.083049125,60,20,10,DC_SOURCE,0.07,10,3.3,17.5111735,35.190964195,57.8076171174241,30.86806789375,51.8988152924501,17.52302,17.5111735,14.8479063532246,17.5111735,8.32667268468867e-16,17.5111735,163.163806079391,175.398481220476,0,8.88178419700125e-16,4.44089209850063e-16,5.55111512312578e-17,8.88178419700125e-16,0,0,0,0,0,2.22044604925031e-16,0,4.44089209850063e-16,8.32667268468867e-16,0,3.5527136788005e-15,1,1.78244875074748e-15,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-10-16/IMPROVED_PEAK_GUARD
StoreNet,01-Nov-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,25.7987325,52.0760697,27.3432258694198,51.55917673175,26.614824486302,25.80923,25.7987325,37.8367923380125,78.9344292105263,14.84213,78.9344292105263,356.938494607836,319.999899915287,NaN,3.99680288865056e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,53.1356967105263,NaN,
StoreNet,01-Nov-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.50568258333333,60,20,10,DC_SOURCE,0.07,10,3.3,25.7987325,52.0760697,24.7504698058062,51.55917673175,23.9960754285674,25.80923,25.7987325,39.1869977928509,25.7987325,15.177,25.7987325,353.918208783979,284.284679343766,0,4.44089209850063e-15,1.80411241501588e-16,9.71445146547012e-16,4.44089209850063e-15,0,0,0,0,0,1.11022302462516e-16,8.88178419700125e-16,0,8.88178419700125e-16,0,7.105427357601e-15,1,5.99857357688325e-16,2,3.5527136788005e-15,3.5527136788005e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-11-01/IMPROVED_PEAK_GUARD
StoreNet,02-Nov-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,18.2003795,41.529933995,44.7321574657061,37.200360588,38.2997955875814,18.23856,18.2003795,22.9526985249528,69.8769425761773,9.99200722162641e-16,69.8769425761773,252.227456318162,261.318548046621,NaN,4.82947015711943e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,51.6765630761773,NaN,
StoreNet,02-Nov-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.25431883333333,60,20,10,DC_SOURCE,0.07,10,3.3,18.2003795,41.529933995,36.4864708617716,37.200360588,29.0944326558221,18.23856,18.2003795,26.3771267290014,18.2003795,15.105554,18.2003795,246.378638456193,199.019500880743,0,6.74460487459783e-15,1.22124532708767e-15,6.66133814775094e-16,6.74460487459783e-15,0,0,0,0,0,4.44089209850063e-16,8.88178419700125e-16,4.44089209850063e-16,2.22044604925031e-16,0,0,1,1.44236752668319e-14,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-11-02/IMPROVED_PEAK_GUARD
StoreNet,15-Nov-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,25.2639187236842,50.7856081468421,36.1258029635365,47.6364833718421,31.9032449127955,25.4903844736842,25.2639187236842,32.4388994138802,75.8006984210526,15.1574842105263,75.8006984210526,309.103346630554,321.464967523516,NaN,6.88338275267597e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,50.5367796973684,NaN,
StoreNet,15-Nov-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.20211529166667,60,20,10,DC_SOURCE,0.07,10,3.3,25.2639187236842,50.7856081468421,36.1258029635366,47.6364833718421,31.9032449127956,25.4903844736842,25.2639187236842,32.4388994138802,25.2639187236842,15.1574842105263,25.2639187236842,309.103346630554,321.464967523517,0,2.16493489801906e-15,2.22044604925031e-16,4.44089209850063e-16,2.16493489801906e-15,0,0,0,0,0,4.44089209850063e-16,8.88178419700125e-16,4.44089209850063e-16,1.99840144432528e-15,0,7.105427357601e-15,1,3.71334956114507e-15,2,3.5527136788005e-15,3.5527136788005e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-11-15/IMPROVED_PEAK_GUARD
StoreNet,16-Nov-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,24.038322930622,47.4608504468421,29.5588662957346,47.2084916728421,29.1823145883856,24.038322930622,24.038322930622,33.4319611204415,81.8506094736842,13.3478825789474,81.8506094736842,322.491975445525,319.999911566811,NaN,3.99680288865056e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,57.8122865430622,NaN,
StoreNet,16-Nov-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.2076355,60,20,10,DC_SOURCE,0.07,10,3.3,24.038322930622,47.4608504468421,26.0570095354889,47.2084916728421,25.6617382239453,24.038322930622,24.038322930622,35.0939721202843,24.038322930622,13.2838343516746,24.038322930622,318.774209201927,276.036906352329,0,1.38777878078145e-15,1.1652462848788e-16,0,1.38777878078145e-15,0,0,0,0,0,4.44089209850063e-16,8.88178419700125e-16,4.44089209850063e-16,6.66133814775094e-16,0,0,1,1.44148815926004e-15,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-11-16/IMPROVED_PEAK_GUARD
StoreNet,01-Dec-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,29.0186035,53.44760642,34.6483081112993,49.985646892,30.1221105631544,29.02741,29.0186035,34.9289150694838,69.8011815789474,12.71344,69.8011815789474,339.832302940909,320.318663066948,NaN,7.37188088351104e-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,40.7825780789474,NaN,
StoreNet,01-Dec-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.84382158333333,60,20,10,DC_SOURCE,0.07,10,3.3,29.0186035,53.44760642,34.6483081112993,49.985646892,30.1221105631544,29.02741,29.0186035,34.9289150694838,29.0186035,13.2190244699999,29.0186035,339.83230294091,320.318663066938,0,7.98250354705488e-14,7.98250354705488e-14,7.58282325818982e-14,2.66453525910038e-15,0,0,0,0,0,7.99360577730113e-14,8.88178419700125e-16,9.28146448586631e-14,2.38697950294409e-15,0,2.8421709430404e-14,1,0,2,7.105427357601e-15,7.105427357601e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-12-01/IMPROVED_PEAK_GUARD
StoreNet,02-Dec-2020,1,VPP_BM,ok,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,23.9856345,43.548129165,39.138162570976,41.052546439,35.4383738042504,24.00092,23.9856345,26.5041915757837,75.8724942105263,3.0970238758421e-05,75.8724942105263,291.254817426914,304.879063417682,NaN,4.66293670342566e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,51.8868597105263,NaN,
StoreNet,02-Dec-2020,2,IMPROVED_PEAK_GUARD,ok,,,new Peak Guard dispatch from frozen monthly input,0,1.77955058333333,60,20,10,DC_SOURCE,0.07,10,3.3,23.9856345,43.548129165,35.0331111640644,41.052546439,31.0837764795076,24.00092,23.9856345,28.2918646647552,23.9856345,10.25013,23.9856345,287.25595660987,257.592083163235,0,2.85882428840978e-15,1.11022302462516e-16,4.44089209850063e-16,2.85882428840978e-15,0,0,0,0,0,8.88178419700125e-16,8.88178419700125e-16,4.44089209850063e-16,4.21884749357559e-15,0,7.105427357601e-15,1,0,2,3.5527136788005e-15,3.5527136788005e-15,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/bahloul_vpp_improvement_v1/storenet_monthly/cases/2020-12-02/IMPROVED_PEAK_GUARD
StoreNet,15-Dec-2020,1,VPP_BM,quality_rejected,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
StoreNet,15-Dec-2020,2,IMPROVED_PEAK_GUARD,skipped_formal_unavailable,,,formal VPP_BM status=quality_rejected,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
StoreNet,16-Dec-2020,1,VPP_BM,quality_rejected,,,/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/b2022_monthly_v1_2020/daily_metrics.csv;/Users/guichenxiang/Desktop/電力專案/StoreNet/src/../results/b2022_ir_v1_formal/evidence/monthly_daily_metrics_source.csv,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
StoreNet,16-Dec-2020,2,IMPROVED_PEAK_GUARD,skipped_formal_unavailable,,,formal VPP_BM status=quality_rejected,1,NaN,60,20,10,DC_SOURCE,0.07,10,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
