Dataset,Day,PeakGuardCapKW,VppBillEUR,PeakGuardBillEUR,BillPenaltyEUR,BillPenaltyPercentOfVpp,VppPaperSavingsPercent,PeakGuardPaperSavingsPercent,PaperSavingsSacrificePercentagePoints,VppEngineeringSavingsPercent,PeakGuardEngineeringSavingsPercent,EngineeringSavingsSacrificePercentagePoints,VppAllDayPeakKW,PeakGuardAllDayPeakKW,PeakReductionKW,PeakReductionPercent,VppPeakExcessOverCapKW,PeakGuardPeakExcessOverCapKW,PeakGuardCapViolationKW,VppCreatesNewPeak,PeakGuardCapSatisfied,VppDaytimePeakKW,PeakGuardDaytimePeakKW,DaytimePeakChangeKW,VppLoadRangeKW,PeakGuardLoadRangeKW,LoadRangeReductionKW,VppGridImportKWh,PeakGuardGridImportKWh,GridImportChangeKWh,VppBatteryThroughputKWh,PeakGuardBatteryThroughputKWh,BatteryThroughputChangeKWh,VppPvCurtailmentKWh,PeakGuardPvCurtailmentKWh,PvCurtailmentChangeKWh,VppEnergyBalanceResidualKW,PeakGuardEnergyBalanceResidualKW,VppTerminalSocErrorKWh,PeakGuardTerminalSocErrorKWh,VppSimultaneousChargeDischargeKW,PeakGuardSimultaneousChargeDischargeKW
StoreNet,01-Sep-2020,20.261546,28.5873706448978,34.253043332079,5.6656726871812,19.8187960605338,38.2368405114519,25.9961258918744,12.2407146195775,34.447043976534,21.4552373105919,12.9918066659421,77.1378942105263,20.261546,56.8763482105263,73.733343115769,56.8763482105263,0,0,1,1,5.26079468259876,17.3219105,12.0611158174012,77.1378942105263,20.261546,56.8763482105263,308.192404314178,298.166083443706,-10.026320870472,320.241446740125,194.853415879375,-125.38803086075,NaN,0,NaN,8.14903700074865e-14,1.11022302462516e-15,0,0,0,0
StoreNet,02-Sep-2020,18.825119,28.7912416483675,34.56036730692,5.7691256585525,20.0377799923041,38.474160074887,26.1457476322756,12.3284124426114,33.6313762737066,20.3325774675116,13.298798806195,59.4894631578947,18.825119,40.6643441578947,68.3555406273627,40.6643441578947,0,0,1,1,6.628318745,18.339489,11.711170255,59.4894631578947,18.825119,40.6643441578947,300.102789427424,289.457477198041,-10.645312229383,320.558209915533,182.681154695853,-137.87705521968,NaN,0,NaN,1.55431223447522e-15,3.77475828372553e-15,0,0,0,0
StoreNet,15-Sep-2020,17.280066,23.0739729405111,28.197447434877,5.1234744943659,22.2045614232761,44.7984064404444,32.5411346918857,12.2572717485587,39.1412583628782,25.6278416946307,13.5134166682475,66.6778972853186,17.280066,49.3978312853186,74.0842667457589,49.3978312853186,0,0,1,1,9.56179579958416e-15,14.92048105625,14.92048105625,66.6778972853186,17.280066,49.3978312853186,253.560142203419,246.245695221015,-7.31444698240398,271.063235593006,176.300082078735,-94.763153514271,NaN,0,NaN,3.04551705491911e-13,3.77475828372553e-15,0,0,0,0
StoreNet,16-Sep-2020,15.0258605,19.8305222142361,23.9369560980386,4.1064338838025,20.7076436991384,47.2166679019222,36.2864835585192,10.930184343403,38.2762258980798,25.494686679393,12.7815392186868,69.0526443541996,15.0258605,54.0267838541996,78.2399926309467,54.0267838541996,0,0,1,1,1.62109908830033e-15,13.341077525,13.341077525,69.0526443541996,15.0258605,54.0267838541996,217.917826530067,212.856862121333,-5.06096440873401,229.190961912388,145.131992160096,-84.058969752292,NaN,0,NaN,2.77555756156289e-15,9.88098491916389e-15,0,0,0,0
StoreNet,01-Oct-2020,25.3783045,32.2329812695915,33.3043247757287,1.0713435061372,3.32374935218265,31.8213488449222,29.5552613688285,2.2660874760937,30.2983395495967,27.981631061916,2.3167084876807,75.72607,25.3783045,50.3477655,66.4867006831333,50.3477655,0,0,1,1,12.5733649999997,13.9703675158662,1.3970025158665,75.72607,25.3783045,50.3477655,323.719946276516,321.323449859426,-2.39649641709002,320.433873506284,292.094971282387,-28.338902223897,NaN,0,NaN,3.14602145504308e-13,2.77555756156289e-15,0,0,0,0
StoreNet,02-Oct-2020,23.006571,33.1322791031013,35.9297996729211,2.7975205698198,8.44348968905657,35.3344061029844,29.8743733499227,5.4600327530617,30.8398534457033,25.0003236024548,5.8395298432485,80.0874342105263,23.006571,57.0808632105263,71.2731825825229,57.0808632105263,0,0,1,1,13.3916685534031,16.104926,2.7132574465969,80.0874342105263,23.006571,57.0808632105263,326.421877810072,320.164102855263,-6.25777495480895,322.55196515073,248.551346948658,-74.000618202072,NaN,0,NaN,2.22044604925031e-15,1.55431223447522e-15,0,0,0,3.13762088235478e-14
StoreNet,15-Oct-2020,14.855774,15.4257732578337,15.7072735805082,0.2815003226745,1.82487009221107,56.3296183240124,55.532690589653,0.7969277343594,49.899184451722,48.9849096528277,0.914274798894297,45.3461080722706,14.855774,30.4903340722706,67.2391421633726,30.4903340722706,0,0,1,1,4.9960036108132e-16,1.90646,1.90646,45.3461080722706,14.855774,30.4903340722706,169.513991844327,169.21554695365,-0.29844489067699,163.187562703748,158.421080724348,-4.7664819794,NaN,0,NaN,1.55431223447522e-15,1.4432899320127e-14,0,0,0,0
StoreNet,16-Oct-2020,17.5111735,14.8479063532246,14.8479063532246,0,0,57.8076171174241,57.8076171174241,0,51.8988152924501,51.8988152924501,0,38.9394832770083,17.5111735,21.4283097770083,55.0297743413061,21.4283097770083,0,0,1,1,1.76247905159244e-15,8.32667268468867e-16,-9.29811783123573e-16,38.9394832770083,17.5111735,21.4283097770083,163.163806079391,163.163806079391,0,175.398481220483,175.398481220476,-7.02016222930979e-12,NaN,0,NaN,8.74855743404623e-14,8.88178419700125e-16,0,0,0,0
StoreNet,01-Nov-2020,25.7987325,37.8367923380125,39.1869977928509,1.3502054548384,3.56849873207124,27.3432258694198,24.7504698058062,2.5927560636136,26.614824486302,23.9960754285674,2.6187490577346,78.9344292105263,25.7987325,53.1356967105263,67.3162487421147,53.1356967105263,0,0,1,1,14.84213,15.177,0.33487,78.9344292105263,25.7987325,53.1356967105263,356.938494607836,353.918208783979,-3.02028582385697,319.999899915287,284.284679343766,-35.715220571521,NaN,0,NaN,3.99680288865056e-15,4.44089209850063e-15,0,0,0,0
StoreNet,02-Nov-2020,18.2003795,22.9526985249528,26.3771267290014,3.4244282040486,14.9195015144985,44.7321574657061,36.4864708617716,8.2456866039345,38.2997955875814,29.0944326558221,9.2053629317593,69.8769425761773,18.2003795,51.6765630761773,73.95366936646,51.6765630761773,0,0,1,1,9.99200722162641e-16,15.105554,15.105554,69.8769425761773,18.2003795,51.6765630761773,252.227456318162,246.378638456193,-5.84881786196902,261.318548046621,199.019500880743,-62.299047165878,NaN,0,NaN,4.82947015711943e-15,6.74460487459783e-15,0,0,0,0
StoreNet,15-Nov-2020,25.2639187236842,32.4388994138802,32.4388994138802,0,0,36.1258029635365,36.1258029635366,-9.9475983006414e-14,31.9032449127955,31.9032449127956,-9.9475983006414e-14,75.8006984210526,25.2639187236842,50.5367796973684,66.6705990182968,50.5367796973684,0,0,1,1,15.1574842105263,15.1574842105263,0,75.8006984210526,25.2639187236842,50.5367796973684,309.103346630554,309.103346630554,0,321.464967523516,321.464967523517,9.66338120633736e-13,NaN,0,NaN,6.88338275267597e-15,2.16493489801906e-15,0,0,0,0
