Day,Score,QualityPassed,QualityStatus,QualityMessage,LoadEnergyKWh,PvEnergyKWh,LoadPeakKW,PvPeakKW,Selected
23-Oct-2020,0.313574044808858,1,passed,"",246.727995,56.300385,20.73398,12.95574,0
21-May-2020,0.314274981748692,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-05-21 fails exclude_flagged_pv: status_run_exceeds_2min:H3,H12,H18.",252.061905,65.84169,22.11176,9.52206,0
09-Nov-2020,0.314657806661318,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-09 fails exclude_flagged_pv: status_run_exceeds_2min:H9; status_fraction_exceeds_0.005:H9; pv_window_exceeds_astronomical_day_length_plus_0.5h.",254.284345,29.53534,21.28758,7.91666,0
29-Jan-2020,0.31482617351636,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-01-29 fails exclude_flagged_pv: status_run_exceeds_2min:H4,H6,H7,H8,H9,H11,H12,H13,H16,H20; status_fraction_exceeds_0.005:H6,H7,H8,H9,H12,H13,H16,H20.",281.065645,15.31543,20.09756,3.90504,0
14-Sep-2020,0.315941070084981,1,passed,"",259.444065,39.939855,18.8168,9.85702,0
27-Oct-2020,0.316608491856637,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-27 fails exclude_flagged_pv: status_run_exceeds_2min:H1,H2,H3,H4,H5,H14,H15; status_fraction_exceeds_0.005:H4,H5,H14.",287.798925,50.65455,24.8457,11.08998,0
11-Sep-2020,0.317257749221088,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-09-11 fails exclude_flagged_pv: status_run_exceeds_2min:H16; status_fraction_exceeds_0.005:H16.",290.169055638446,29.625715,26.7867107564192,10.10064,0
16-Aug-2020,0.318925421245084,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-16 fails exclude_flagged_pv: status_run_exceeds_2min:H16.",300.08461,44.72438,22.9819,10.05348,0
19-Aug-2020,0.318948364277967,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-19 fails exclude_flagged_pv: status_run_exceeds_2min:H12; status_fraction_exceeds_0.005:H12.",246.259061911765,56.135715,18.9725,11.21198,0
23-Apr-2020,0.319383861704438,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-23 fails exclude_flagged_pv: status_run_exceeds_2min:H5,H7,H9,H10,H19; status_fraction_exceeds_0.005:H5.",245.608333461538,75.0505603846154,17.5975000404858,9.47428,0
30-Aug-2020,0.319915431349983,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-30 fails exclude_flagged_pv: status_run_exceeds_2min:H1; status_fraction_exceeds_0.005:H1.",241.9962,66.503235,20.00734,11.2156,0
24-Jan-2020,0.321853250764323,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-01-24 fails exclude_flagged_pv: status_run_exceeds_2min:H4.",282.1499,14.404575,20.93088,4.7037,0
05-Jun-2020,0.32221397517203,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-05 fails exclude_flagged_pv: status_run_exceeds_2min:H13,H14,H15,H18.",243.690895,56.24301,20.7086,9.96816,0
07-Dec-2020,0.322596578391829,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-12-07 fails exclude_flagged_pv: status_run_exceeds_2min:H7,H12,H13,H16,H20; pv_window_exceeds_astronomical_day_length_plus_0.5h.",207.596048970588,52.347195,18.4655,8.01934,0
06-Oct-2020,0.322911908526907,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-06 fails exclude_flagged_pv: status_run_exceeds_2min:H7,H18,H20; pv_window_exceeds_astronomical_day_length_plus_0.5h.",213.04348,78.16874,18.46346,13.58984,0
31-Jan-2020,0.323495817228594,1,passed,"",251.62664,11.09922,19.43184,2.5068,0
04-Sep-2020,0.323547304757502,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-09-04 fails exclude_flagged_pv: status_run_exceeds_2min:H18.",262.65736,78.027665,19.88484,13.49062,0
02-Feb-2020,0.323740720290559,1,passed,"",272.75483,18.33798,18.2435,5.84234,0
26-Feb-2020,0.323746030668661,1,passed,"",308.169935,42.016815,25.0388,10.93042,0
10-Jul-2020,0.325229263719802,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-07-10 fails exclude_flagged_pv: status_run_exceeds_2min:H12.",296.241490208189,15.54159,20.87852,4.34258,0
17-Aug-2020,0.326935563313319,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-17 fails exclude_flagged_pv: status_run_exceeds_2min:H12; status_fraction_exceeds_0.005:H12.",261.932275,55.128365,20.3379959663866,9.55012,0
12-Jun-2020,0.328126642998244,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-12 fails exclude_flagged_pv: status_run_exceeds_2min:H14; status_fraction_exceeds_0.005:H14.",315.553438407356,23.35246,21.5215432893824,7.07282,0
17-May-2020,0.328722727650396,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-05-17 fails exclude_flagged_pv: status_run_exceeds_2min:H10,H15,H17,H18,H19.",242.05986,65.33124,20.69566,12.1412,0
25-Feb-2020,0.328970807628203,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-02-25 fails exclude_flagged_pv: status_run_exceeds_2min:H4.",306.63045,45.01123,23.43748,12.49058,0
22-Sep-2020,0.33048468147465,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-09-22 fails exclude_flagged_pv: status_run_exceeds_2min:H10,H19; status_fraction_exceeds_0.005:H1,H2,H3,H5,H6,H8,H9,H10,H11,H12,H13,H14,H17,H18,H19,H20.",248.308715,14.340075,17.53134,3.67322,0
27-Jun-2020,0.330925185535765,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-27 fails exclude_flagged_pv: status_run_exceeds_2min:H15,H18.",227.900955,72.36921,16.39486,12.68158,0
21-Jan-2020,0.330993861855048,1,passed,"",307.41301,12.73041,24.49606,3.14326,0
26-Oct-2020,0.331159713651716,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-26 fails exclude_flagged_pv: status_run_exceeds_2min:H17.",293.75923,35.923305,23.00566,10.2337,0
14-Feb-2020,0.331279415276591,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-02-14 fails exclude_flagged_pv: status_run_exceeds_2min:H2.",292.00426,29.25995,24.52136,7.16638,0
22-Apr-2020,0.333452000720064,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-22 fails exclude_flagged_pv: status_run_exceeds_2min:H5,H10,H15.",253.681395,77.18963,16.832,10.305,0
10-Mar-2020,0.333564310978218,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-10 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H12,H13; status_fraction_exceeds_0.005:H13.",279.036134430951,45.547155,24.8968306176267,11.25576,0
30-Mar-2020,0.333919751551957,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-30 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H10,H15,H17,H18,H19,H20; status_fraction_exceeds_0.005:H5.",289.57847,71.61272,23.34378,11.71226,0
17-Jun-2020,0.334295555044048,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-17 fails exclude_flagged_pv: status_run_exceeds_2min:H3,H7,H13,H15.",232.87248,84.24183,16.11962,12.0642,0
04-Apr-2020,0.335540678216641,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-04 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H8,H11,H18,H19.",278.71284,61.48378,21.58446,12.82456,0
20-Jan-2020,0.33569159508107,1,passed,"",313.69261,19.72487,24.22104,5.31328,0
29-Nov-2020,0.336006574164596,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-29 fails exclude_flagged_pv: status_run_exceeds_2min:H5,H10,H14; status_fraction_exceeds_0.005:H5.",321.641755,31.811995,23.84033,7.97179,0
11-Oct-2020,0.336191186350272,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-11 fails exclude_flagged_pv: status_run_exceeds_2min:H4,H16; status_fraction_exceeds_0.005:H16.",284.450171263012,8.49704,21.3699465787648,2.50232,0
04-May-2020,0.337013036024733,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-05-04 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H8,H11,H18,H19; status_fraction_exceeds_0.005:H6.",280.976325,22.84158,19.51192,3.5488,0
01-Sep-2020,0.337492612256928,1,passed,"",310.243155,22.792205,21.09234,10.08912,0
28-Feb-2020,0.338256236885262,1,passed,"",295.105030534351,26.14132,26.46758,8.18044,0
11-May-2020,0.338435969220557,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-05-11 fails exclude_flagged_pv: status_run_exceeds_2min:H16; status_fraction_exceeds_0.005:H16.",262.544075333102,64.94552,21.1787491666667,11.69848,0
01-Apr-2020,0.338530973988372,1,passed,"",285.446555,9.88408,22.21326,3.61174,0
18-Oct-2020,0.339329768112643,1,passed,"",283.290515,15.012695,22.59996,5.40072,0
27-Nov-2020,0.339495846099657,1,passed,"",287.009915,23.694475,24.35518,6.52974,0
09-Jun-2020,0.340499234356327,1,passed,"",297.955485,29.58341,26.52042,7.21738,0
10-Nov-2020,0.342535164615818,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-10 fails exclude_flagged_pv: status_run_exceeds_2min:H3,H12; pv_window_exceeds_astronomical_day_length_plus_0.5h.",271.63014981263,39.127475,20.52304,10.64658,0
09-Jan-2020,0.343403870787055,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-01-09 fails exclude_flagged_pv: status_run_exceeds_2min:H4; status_fraction_exceeds_0.005:H4; pv_window_exceeds_astronomical_day_length_plus_0.5h.",234.184478114754,78.79041,19.34904,14.904,0
23-Mar-2020,0.343532240239173,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-23 fails exclude_flagged_pv: status_run_exceeds_2min:H7,H9,H10,H13,H14,H18.",326.731375,38.04567,21.8631,6.6018,0
05-Jul-2020,0.343846482280432,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-07-05 fails exclude_flagged_pv: status_run_exceeds_2min:H1,H2,H3,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20; status_fraction_exceeds_0.005:H1,H2,H3,H5,H6,H7,H9,H10,H12,H13,H14,H15,H18,H20.",253.525235,68.050735,21.49408,12.37298,0
18-Feb-2020,0.345339397902078,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-02-18 fails exclude_flagged_pv: status_run_exceeds_2min:H11.",269.291305,19.24046,22.77424,6.7403,0
10-Aug-2020,0.345371274064931,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-10 fails exclude_flagged_pv: status_run_exceeds_2min:H1,H2,H3,H4,H5,H9,H13,H16,H18; status_fraction_exceeds_0.005:H1,H2,H3,H4,H5,H9,H13,H16,H18.",254.693700621096,65.605995,19.14726,13.90344,0
21-Nov-2020,0.345899359587784,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-21 fails exclude_flagged_pv: status_run_exceeds_2min:H19.",323.735505,36.27491,28.40038,10.65912,0
31-Jul-2020,0.346563403659936,1,passed,"",240.916725,74.262205,17.19198,15.46404,0
06-Aug-2020,0.347129999983563,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-06 fails exclude_flagged_pv: status_run_exceeds_2min:H5,H10,H14,H15.",215.008115,76.65099,21.74446,13.22246,0
24-Oct-2020,0.347388327684588,1,passed,"",275.704975,54.07715,20.5172,13.50984,0
19-May-2020,0.347799091047659,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-05-19 fails exclude_flagged_pv: status_run_exceeds_2min:H9,H15,H19.",261.153285,77.09316,18.91982,12.39682,0
03-Aug-2020,0.348544568151643,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-03 fails exclude_flagged_pv: status_run_exceeds_2min:H3.",308.040255,59.58874,22.79234,14.21648,0
26-Jan-2020,0.348770761788303,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-01-26 fails exclude_flagged_pv: status_run_exceeds_2min:H4; status_fraction_exceeds_0.005:H4.",299.90368,34.631895,21.36402,11.50656,0
23-Jan-2020,0.348906579579617,1,passed,"",276.98366,4.775305,21.9478,1.4065,0
20-Feb-2020,0.349441046681317,1,passed,"",302.148575,46.20617,20.94158,9.74818,0
02-Dec-2020,0.349898564707412,1,passed,"",295.293485,23.90805,26.1767,9.7988,0
18-Jun-2020,0.351787752585862,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-18 fails exclude_flagged_pv: status_run_exceeds_2min:H12.",215.281405,82.54068,20.81328,10.96554,0
19-Oct-2020,0.35204482317984,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-19 fails exclude_flagged_pv: status_run_exceeds_2min:H4.",284.97028,4.967155,21.40795,1.181,0
26-Nov-2020,0.353032583365993,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-26 fails exclude_flagged_pv: status_run_exceeds_2min:H17.",315.26867,35.11287,21.84776,11.03072,0
02-Sep-2020,0.353166477968916,1,passed,"",303.63609,24.73853,21.1066,7.44982,0
14-Jan-2020,0.353943113697903,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-01-14 fails exclude_flagged_pv: status_run_exceeds_2min:H16.",310.29969,13.29339,23.54912,5.37134,0
08-Jun-2020,0.354021050513556,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-08 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H11,H13,H17,H18; status_fraction_exceeds_0.005:H3,H5,H6,H11,H12,H13,H14,H17,H18.",247.166245,74.47166,16.82467,14.93217,0
17-Feb-2020,0.354116203212994,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-02-17 fails exclude_flagged_pv: status_run_exceeds_2min:H1,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20; status_fraction_exceeds_0.005:H1,H7,H11,H14.",274.21577,39.123275,23.23442,10.30888,0
24-Feb-2020,0.35416338766614,1,passed,"",334.98314,42.29627,28.47376,12.01284,0
25-Jan-2020,0.355135266459522,1,passed,"",269.453185,7.60756,24.26,1.7478,0
09-Sep-2020,0.355340461439228,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-09-09 fails exclude_flagged_pv: status_run_exceeds_2min:H4,H16; status_fraction_exceeds_0.005:H4.",236.68091,74.30013,20.06036,15.18476,0
12-Nov-2020,0.355561705967339,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-12 fails exclude_flagged_pv: status_run_exceeds_2min:H14; status_fraction_exceeds_0.005:H14.",283.002526738096,7.94627,23.698885426787,2.41982,0
22-Nov-2020,0.355846088808845,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-22 fails exclude_flagged_pv: status_run_exceeds_2min:H9,H17.",317.18135,36.11828,28.32202,9.08906,0
21-Jul-2020,0.355937272690457,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-07-21 fails exclude_flagged_pv: status_run_exceeds_2min:H2,H6,H17; status_fraction_exceeds_0.005:H2,H6,H18.",234.617571666667,90.4013483333333,20.01196,12.77644,0
03-Jun-2020,0.356602872904627,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-03 fails exclude_flagged_pv: status_run_exceeds_2min:H16,H17.",288.18623,62.38039,20.76754,13.03916,0
25-Mar-2020,0.35716382281927,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-25 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H10,H13,H14,H18,H19,H20.",325.13217,42.49295,20.68778,10.3665,0
28-Aug-2020,0.357191813836943,1,passed,"",249.60686,83.463665,18.67452,14.13,0
28-Mar-2020,0.358069629823761,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-28 fails exclude_flagged_pv: status_run_exceeds_2min:H9,H15,H20.",282.97293,73.10918,19.61836,15.87754,0
18-Apr-2020,0.36078072430825,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-18 fails exclude_flagged_pv: status_run_exceeds_2min:H10,H15,H18,H20.",268.45272,64.02834,18.69992,15.3832,0
28-Nov-2020,0.361241734652129,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-28 fails exclude_flagged_pv: status_run_exceeds_2min:H5.",304.54202,8.860225,24.58256,2.97157,0
17-Mar-2020,0.3620059162059,1,passed,"",320.82588,18.52123,21.57608,4.17754,0
12-Aug-2020,0.363248702890265,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-12 fails exclude_flagged_pv: status_run_exceeds_2min:H9,H14,H17; status_fraction_exceeds_0.005:H14.",331.405215832755,20.578765,27.4633711866759,5.7133,0
09-Apr-2020,0.363619563497265,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-09 fails exclude_flagged_pv: status_run_exceeds_2min:H16.",238.292923,73.43522,20.21308,15.28344,0
10-Oct-2020,0.363842354459435,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-10 fails exclude_flagged_pv: status_run_exceeds_2min:H6.",299.731094500347,15.84295,24.97834,3.1819,0
20-Nov-2020,0.364081447734276,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-20 fails exclude_flagged_pv: status_run_exceeds_2min:H16; status_fraction_exceeds_0.005:H16.",323.070455,13.060695,22.70898,4.8915,0
21-Apr-2020,0.365154496700598,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-21 fails exclude_flagged_pv: status_run_exceeds_2min:H13,H15.",254.42044,80.036695,17.17618,13.00716,0
11-Jul-2020,0.365512745095214,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-07-11 fails exclude_flagged_pv: status_run_exceeds_2min:H16; status_fraction_exceeds_0.005:H16.",295.806367637058,6.64212,21.1986514781402,2.1975,0
18-Mar-2020,0.367246692782476,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-18 fails exclude_flagged_pv: status_run_exceeds_2min:H10,H14,H15,H17,H18,H19; status_fraction_exceeds_0.005:H10,H14,H15,H17,H18,H19.",347.05776,29.321,27.90036,5.94138,0
11-Apr-2020,0.367879368267374,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-11 fails exclude_flagged_pv: status_run_exceeds_2min:H12.",293.55361,40.2443,22.341,11.87982,0
13-Jul-2020,0.367889095952639,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-07-13 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H7,H8,H9,H11,H12,H13,H19,H20; status_fraction_exceeds_0.005:H6,H7,H8,H9,H11,H12,H13,H19,H20.",216.959094565469,80.82229,21.227236825029,13.58654,0
30-Nov-2020,0.368742685720775,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-30 fails exclude_flagged_pv: status_run_exceeds_2min:H1,H3,H4,H5,H10,H14,H15,H17,H18,H19; status_fraction_exceeds_0.005:H1,H3,H4,H5,H10,H14,H15,H17,H18,H19; pv_window_exceeds_astronomical_day_length_plus_0.5h.",315.367805,5.48113,23.8395836111111,1.9958,0
03-May-2020,0.369318100963,1,passed,"",319.21524,60.3214,22.36954,14.43154,0
16-Feb-2020,0.370194924377734,1,passed,"",289.633565,20.66716,18.4773,6.42918,0
01-Jun-2020,0.371447933905222,1,passed,"",338.05397,35.39224,26.16602,9.79828,0
10-Sep-2020,0.371621230405417,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-09-10 fails exclude_flagged_pv: status_run_exceeds_2min:H10,H14,H15,H17,H18,H19; status_fraction_exceeds_0.005:H10,H14,H15,H17,H18,H19.",240.432054562804,56.055015,17.45098,13.27538,0
25-Oct-2020,0.37254509347298,1,passed,"",296.389805,39.766005,22.23238,11.11132,0
19-Jun-2020,0.373247503167637,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-19 fails exclude_flagged_pv: status_run_exceeds_2min:H14,H19.",226.27226,88.1126,16.28562,14.88758,0
11-Jun-2020,0.374862554207625,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-11 fails exclude_flagged_pv: status_run_exceeds_2min:H9,H16; status_fraction_exceeds_0.005:H16.",271.210313403071,41.80559,26.9537817251185,12.45716,0
17-Nov-2020,0.376165624262305,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-17 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H7,H8,H9,H11,H12,H13,H16,H19,H20; status_fraction_exceeds_0.005:H6,H7,H8,H9,H11,H12,H13,H16,H19,H20.",297.305329210526,4.61499,26.4233031578947,1.79744,0
03-Dec-2020,0.376878894107452,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-12-03 fails exclude_flagged_pv: pv_window_exceeds_astronomical_day_length_plus_0.5h.",333.60762,55.75618,24.11896,12.6783,0
11-Nov-2020,0.377099181028298,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-11 fails exclude_flagged_pv: status_run_exceeds_2min:H16; status_fraction_exceeds_0.005:H16.",291.081329361554,7.02188,27.6152102012491,3.301,0
02-Oct-2020,0.378100778897224,1,passed,"",331.16588,25.21349,27.59622,7.5988,0
03-Mar-2020,0.378223327467866,1,passed,"",289.10434,64.028195,23.59448,13.8341,0
25-Jun-2020,0.378370792877799,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-25 fails exclude_flagged_pv: status_run_exceeds_2min:H2,H5,H7,H8,H16,H18.",213.314305,84.91794,13.51468,12.80326,0
12-Apr-2020,0.378716874818353,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-12 fails exclude_flagged_pv: status_run_exceeds_2min:H8,H9,H10,H11,H14; status_fraction_exceeds_0.005:H8,H9,H10,H11,H14.",315.333955,6.25413,26.71123728223,2.90478,0
31-Oct-2020,0.378927422316785,1,passed,"",329.409195,28.91779,27.3602,8.40782,0
12-Mar-2020,0.380524554661706,1,passed,"",328.93217,14.98315,24.43204,8.6183,0
24-Mar-2020,0.380727285045599,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-24 fails exclude_flagged_pv: status_run_exceeds_2min:H7,H10,H12,H13,H14,H15,H16,H18,H20.",334.725885,26.69789,29.65812,5.61156,0
28-Jun-2020,0.382042454556693,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-28 fails exclude_flagged_pv: status_run_exceeds_2min:H2,H10,H18.",218.371835,88.945085,14.66898,16.08582,0
12-Oct-2020,0.383118613065856,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-12 fails exclude_flagged_pv: status_run_exceeds_2min:H14,H16; status_fraction_exceeds_0.005:H14.",318.390944236641,3.9997,22.7811273282443,1.13482,0
15-Nov-2020,0.384000229577763,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-15 fails exclude_flagged_pv: status_run_exceeds_2min:H16; status_fraction_exceeds_0.005:H16.",316.610033684211,27.716985,27.3333005263158,7.97182,0
01-Oct-2020,0.385246362432744,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-10-01 fails exclude_flagged_pv: status_run_exceeds_2min:H1.",312.021045,7.23985,26.14016,2.38164,0
05-May-2020,0.385405959371765,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-05-05 fails exclude_flagged_pv: status_run_exceeds_2min:H1,H3,H6,H10,H12,H13,H17.",108.55834,32.996845,13.85032,5.82992,0
07-Nov-2020,0.385944929117804,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-07 fails exclude_flagged_pv: status_run_exceeds_2min:H7,H12,H17,H20; pv_window_exceeds_astronomical_day_length_plus_0.5h.",194.212475,96.15816,14.10816,12.48274,0
19-Nov-2020,0.386242214982134,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-19 fails exclude_flagged_pv: status_run_exceeds_2min:H19; pv_window_exceeds_astronomical_day_length_plus_0.5h.",293.178555,5.65775,29.7985,1.64508,0
15-Oct-2020,0.386710541555659,1,passed,"",237.7502,82.28005,17.11332,14.30494,0
09-Mar-2020,0.38672977251684,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-03-09 fails exclude_flagged_pv: status_run_exceeds_2min:H2,H4,H19; status_fraction_exceeds_0.005:H2.",249.597285569049,81.19669,16.35054,15.56418,0
13-Feb-2020,0.387370146685913,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-02-13 fails exclude_flagged_pv: status_run_exceeds_2min:H4,H6,H8,H9,H10,H11,H17; status_fraction_exceeds_0.005:H6,H8,H9,H10,H11,H17.",274.80356,15.31259,24.36326,4.29338,0
20-Sep-2020,0.387382657826662,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-09-20 fails exclude_flagged_pv: status_run_exceeds_2min:H15.",263.629925,84.16868,19.42156,12.02868,0
24-Jun-2020,0.387491527898239,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-24 fails exclude_flagged_pv: status_run_exceeds_2min:H2,H5,H15,H18.",223.330895,99.099285,19.29832,12.12126,0
07-Feb-2020,0.387501759921568,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-02-07 fails exclude_flagged_pv: status_run_exceeds_2min:H9; pv_window_exceeds_astronomical_day_length_plus_0.5h.",229.20429,95.70427,15.72478,12.75784,0
16-Nov-2020,0.388205354445036,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-16 fails exclude_flagged_pv: status_run_exceeds_2min:H10,H14,H15,H16,H17,H18,H19; status_fraction_exceeds_0.005:H10,H14,H15,H16,H17,H18.",305.413408947368,1.42493,26.7090637559809,0.47972,0
20-Aug-2020,0.388619722538718,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-20 fails exclude_flagged_pv: status_run_exceeds_2min:H11; status_fraction_exceeds_0.005:H11.",257.061785,84.27201,17.9360632352941,13.23816,0
24-Apr-2020,0.389729197888348,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-04-24 fails exclude_flagged_pv: status_run_exceeds_2min:H2,H3,H5,H6,H18,H19,H20; status_fraction_exceeds_0.005:H5.",273.007461538461,89.4204196153846,19.2238,12.5432,0
02-Jun-2020,0.391279134254486,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-06-02 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H17,H18,H19,H20; status_fraction_exceeds_0.005:H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H17,H18,H19,H20; pv_window_exceeds_astronomical_day_length_plus_0.5h.",246.615665,1.801865,19.64002,0.38888,0
23-Aug-2020,0.391531678429389,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-23 fails exclude_flagged_pv: status_run_exceeds_2min:H10; status_fraction_exceeds_0.005:H10.",265.527485,77.83491,20.18548,15.15952,0
04-Feb-2020,0.392501712568059,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-02-04 fails exclude_flagged_pv: status_run_exceeds_2min:H4,H6,H12,H15,H16,H19; pv_window_exceeds_astronomical_day_length_plus_0.5h.",289.849065,66.41297,18.77202,13.7334,0
25-Nov-2020,0.392600811661689,1,passed,"",313.40639,33.180065,26.57316,9.07354,0
03-Nov-2020,0.393155776234228,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-11-03 fails exclude_flagged_pv: pv_window_exceeds_astronomical_day_length_plus_0.5h.",344.704475,39.045525,29.89198,10.1414,0
13-Jan-2020,0.393310971087063,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-01-13 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20; status_fraction_exceeds_0.005:H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20.",335.753475,9.987585,26.84015,3.35498,0
27-Aug-2020,0.393430905514327,1,passed,"",249.51504,81.57545,19.26844,15.11124,0
11-Aug-2020,0.39350701493604,0,quality_rejected,"StoreNet:QualityRejected: Day 2020-08-11 fails exclude_flagged_pv: status_run_exceeds_2min:H6,H16; status_fraction_exceeds_0.005:H16.",317.525678546148,13.128455,27.8055321998612,6.74802,0
