date,Discharge(Wh),Charge(Wh),Production(Wh),Consumption(Wh),Feed-in(Wh),From grid(Wh),State of Charge(%),Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-12-07 00:00:00,1.48,0.0,0.0,1.93,0.0,0.45,89.0,88.8,0.0,0.0,115.8,0.0,27.0
2020-12-07 00:01:00,1.4,0.0,0.0,1.92,0.0,0.52,89.0,84.0,0.0,0.0,115.2,0.0,31.200000000000003
2020-12-07 00:02:00,1.38,0.0,0.0,1.88,0.0,0.5,89.0,82.8,0.0,0.0,112.8,0.0,30.0
2020-12-07 00:03:00,1.43,0.0,0.0,1.9,0.0,0.47,89.0,85.8,0.0,0.0,114.0,0.0,28.2
2020-12-07 00:04:00,1.42,0.0,0.0,1.9,0.0,0.48,89.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 00:05:00,1.38,0.0,0.0,1.88,0.0,0.5,89.0,82.8,0.0,0.0,112.8,0.0,30.0
2020-12-07 00:06:00,1.37,0.0,0.0,1.87,0.0,0.5,89.0,82.2,0.0,0.0,112.2,0.0,30.0
2020-12-07 00:07:00,1.43,0.0,0.0,1.9,0.0,0.47,89.0,85.8,0.0,0.0,114.0,0.0,28.2
2020-12-07 00:08:00,1.4,0.0,0.0,1.88,0.0,0.48,89.0,84.0,0.0,0.0,112.8,0.0,28.8
2020-12-07 00:09:00,1.37,0.0,0.0,1.87,0.0,0.5,89.0,82.2,0.0,0.0,112.2,0.0,30.0
2020-12-07 00:10:00,1.4,0.0,0.0,1.88,0.0,0.48,89.0,84.0,0.0,0.0,112.8,0.0,28.8
2020-12-07 00:11:00,1.37,0.0,0.0,1.9,0.0,0.53,89.0,82.2,0.0,0.0,114.0,0.0,31.8
2020-12-07 00:12:00,1.38,0.0,0.0,1.87,0.0,0.49,89.0,82.8,0.0,0.0,112.2,0.0,29.4
2020-12-07 00:13:00,1.4,0.0,0.0,1.9,0.0,0.5,89.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 00:14:00,1.4,0.0,0.0,1.87,0.0,0.47,89.0,84.0,0.0,0.0,112.2,0.0,28.2
2020-12-07 00:15:00,1.38,0.0,0.0,1.88,0.0,0.5,89.0,82.8,0.0,0.0,112.8,0.0,30.0
2020-12-07 00:16:00,1.37,0.0,0.0,1.87,0.0,0.5,88.0,82.2,0.0,0.0,112.2,0.0,30.0
2020-12-07 00:17:00,1.37,0.0,0.0,1.88,0.0,0.51,88.0,82.2,0.0,0.0,112.8,0.0,30.6
2020-12-07 00:18:00,1.42,0.0,0.0,1.9,0.0,0.48,88.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 00:19:00,1.42,0.0,0.0,1.88,0.0,0.46,88.0,85.2,0.0,0.0,112.8,0.0,27.6
2020-12-07 00:20:00,1.42,0.0,0.0,1.9,0.0,0.48,88.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 00:21:00,1.42,0.0,0.0,1.9,0.0,0.48,88.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 00:22:00,1.37,0.0,0.0,1.88,0.0,0.51,88.0,82.2,0.0,0.0,112.8,0.0,30.6
2020-12-07 00:23:00,1.38,0.0,0.0,1.88,0.0,0.5,88.0,82.8,0.0,0.0,112.8,0.0,30.0
2020-12-07 00:24:00,1.4,0.0,0.0,1.92,0.0,0.52,88.0,84.0,0.0,0.0,115.2,0.0,31.200000000000003
2020-12-07 00:25:00,1.47,0.0,0.0,1.92,0.0,0.45,88.0,88.2,0.0,0.0,115.2,0.0,27.0
2020-12-07 00:26:00,1.42,0.0,0.0,1.92,0.0,0.5,88.0,85.2,0.0,0.0,115.2,0.0,30.0
2020-12-07 00:27:00,1.42,0.0,0.0,1.92,0.0,0.5,88.0,85.2,0.0,0.0,115.2,0.0,30.0
2020-12-07 00:28:00,1.4,0.0,0.0,1.92,0.0,0.52,88.0,84.0,0.0,0.0,115.2,0.0,31.200000000000003
2020-12-07 00:29:00,1.42,0.0,0.0,1.92,0.0,0.5,88.0,85.2,0.0,0.0,115.2,0.0,30.0
2020-12-07 00:30:00,1.45,0.0,0.0,1.92,0.0,0.47,88.0,87.0,0.0,0.0,115.2,0.0,28.2
2020-12-07 00:31:00,1.48,0.0,0.0,1.93,0.0,0.45,88.0,88.8,0.0,0.0,115.8,0.0,27.0
2020-12-07 00:32:00,1.42,0.0,0.0,1.93,0.0,0.51,88.0,85.2,0.0,0.0,115.8,0.0,30.6
2020-12-07 00:33:00,1.45,0.0,0.0,1.93,0.0,0.48,88.0,87.0,0.0,0.0,115.8,0.0,28.8
2020-12-07 00:34:00,1.4,0.0,0.0,1.93,0.0,0.53,88.0,84.0,0.0,0.0,115.8,0.0,31.8
2020-12-07 00:35:00,1.48,0.0,0.0,1.93,0.0,0.45,88.0,88.8,0.0,0.0,115.8,0.0,27.0
2020-12-07 00:36:00,1.45,0.0,0.0,1.93,0.0,0.48,88.0,87.0,0.0,0.0,115.8,0.0,28.8
2020-12-07 00:37:00,1.43,0.0,0.0,1.92,0.0,0.49,88.0,85.8,0.0,0.0,115.2,0.0,29.4
2020-12-07 00:38:00,1.42,0.0,0.0,1.93,0.0,0.51,88.0,85.2,0.0,0.0,115.8,0.0,30.6
2020-12-07 00:39:00,1.45,0.0,0.0,1.93,0.0,0.48,88.0,87.0,0.0,0.0,115.8,0.0,28.8
2020-12-07 00:40:00,1.45,0.0,0.0,1.93,0.0,0.48,88.0,87.0,0.0,0.0,115.8,0.0,28.8
2020-12-07 00:41:00,1.43,0.0,0.0,1.93,0.0,0.5,88.0,85.8,0.0,0.0,115.8,0.0,30.0
2020-12-07 00:42:00,1.43,0.0,0.0,1.93,0.0,0.5,88.0,85.8,0.0,0.0,115.8,0.0,30.0
2020-12-07 00:43:00,1.43,0.0,0.0,1.93,0.0,0.5,88.0,85.8,0.0,0.0,115.8,0.0,30.0
2020-12-07 00:44:00,1.47,0.0,0.0,1.92,0.0,0.45,88.0,88.2,0.0,0.0,115.2,0.0,27.0
2020-12-07 00:45:00,1.4,0.0,0.0,1.9,0.0,0.5,88.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 00:46:00,1.47,0.0,0.0,1.92,0.0,0.45,88.0,88.2,0.0,0.0,115.2,0.0,27.0
2020-12-07 00:47:00,1.47,0.0,0.0,1.93,0.0,0.46,88.0,88.2,0.0,0.0,115.8,0.0,27.6
2020-12-07 00:48:00,1.45,0.0,0.0,1.92,0.0,0.47,88.0,87.0,0.0,0.0,115.2,0.0,28.2
2020-12-07 00:49:00,1.4,0.0,0.0,1.9,0.0,0.5,88.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 00:50:00,1.4,0.0,0.0,1.92,0.0,0.52,87.0,84.0,0.0,0.0,115.2,0.0,31.200000000000003
2020-12-07 00:51:00,1.43,0.0,0.0,1.9,0.0,0.47,87.0,85.8,0.0,0.0,114.0,0.0,28.2
2020-12-07 00:52:00,1.38,0.0,0.0,1.9,0.0,0.52,87.0,82.8,0.0,0.0,114.0,0.0,31.200000000000003
2020-12-07 00:53:00,1.35,0.0,0.0,1.87,0.0,0.52,87.0,81.0,0.0,0.0,112.2,0.0,31.200000000000003
2020-12-07 00:54:00,1.38,0.0,0.0,1.87,0.0,0.49,87.0,82.8,0.0,0.0,112.2,0.0,29.4
2020-12-07 00:55:00,1.37,0.0,0.0,1.87,0.0,0.5,87.0,82.2,0.0,0.0,112.2,0.0,30.0
2020-12-07 00:56:00,1.4,0.0,0.0,1.88,0.0,0.48,87.0,84.0,0.0,0.0,112.8,0.0,28.8
2020-12-07 00:57:00,1.4,0.0,0.0,1.88,0.0,0.48,87.0,84.0,0.0,0.0,112.8,0.0,28.8
2020-12-07 00:58:00,1.43,0.0,0.0,1.88,0.0,0.45,87.0,85.8,0.0,0.0,112.8,0.0,27.0
2020-12-07 00:59:00,1.4,0.0,0.0,1.9,0.0,0.5,87.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 01:00:00,1.37,0.0,0.0,1.87,0.0,0.5,87.0,82.2,0.0,0.0,112.2,0.0,30.0
2020-12-07 01:01:00,1.43,0.0,0.0,1.88,0.0,0.45,87.0,85.8,0.0,0.0,112.8,0.0,27.0
2020-12-07 01:02:00,1.38,0.0,0.0,1.9,0.0,0.52,87.0,82.8,0.0,0.0,114.0,0.0,31.200000000000003
2020-12-07 01:03:00,1.42,0.0,0.0,1.9,0.0,0.48,87.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 01:04:00,1.45,0.0,0.0,1.9,0.0,0.45,87.0,87.0,0.0,0.0,114.0,0.0,27.0
2020-12-07 01:05:00,1.42,0.0,0.0,1.9,0.0,0.48,87.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 01:06:00,1.45,0.0,0.0,1.92,0.0,0.47,87.0,87.0,0.0,0.0,115.2,0.0,28.2
2020-12-07 01:07:00,1.43,0.0,0.0,1.92,0.0,0.49,87.0,85.8,0.0,0.0,115.2,0.0,29.4
2020-12-07 01:08:00,1.42,0.0,0.0,1.9,0.0,0.48,87.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 01:09:00,1.45,0.0,0.0,1.92,0.0,0.47,87.0,87.0,0.0,0.0,115.2,0.0,28.2
2020-12-07 01:10:00,1.48,0.0,0.0,1.92,0.0,0.44,87.0,88.8,0.0,0.0,115.2,0.0,26.400000000000002
2020-12-07 01:11:00,1.45,0.0,0.0,1.92,0.0,0.47,87.0,87.0,0.0,0.0,115.2,0.0,28.2
2020-12-07 01:12:00,1.42,0.0,0.0,1.92,0.0,0.5,87.0,85.2,0.0,0.0,115.2,0.0,30.0
2020-12-07 01:13:00,1.45,0.0,0.0,1.92,0.0,0.47,87.0,87.0,0.0,0.0,115.2,0.0,28.2
2020-12-07 01:14:00,1.48,0.0,0.0,1.9,0.0,0.42,87.0,88.8,0.0,0.0,114.0,0.0,25.2
2020-12-07 01:15:00,1.4,0.0,0.0,1.9,0.0,0.5,87.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 01:16:00,1.42,0.0,0.0,1.9,0.0,0.48,87.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 01:17:00,1.42,0.0,0.0,1.9,0.0,0.48,87.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 01:18:00,1.4,0.0,0.0,1.92,0.0,0.52,87.0,84.0,0.0,0.0,115.2,0.0,31.200000000000003
2020-12-07 01:19:00,1.45,0.0,0.0,1.9,0.0,0.45,87.0,87.0,0.0,0.0,114.0,0.0,27.0
2020-12-07 01:20:00,1.32,0.0,0.0,1.87,0.0,0.55,87.0,79.2,0.0,0.0,112.2,0.0,33.0
2020-12-07 01:21:00,1.4,0.0,0.0,1.9,0.0,0.5,87.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 01:22:00,1.4,0.0,0.0,1.88,0.0,0.48,87.0,84.0,0.0,0.0,112.8,0.0,28.8
2020-12-07 01:23:00,1.4,0.0,0.0,1.9,0.0,0.5,87.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 01:24:00,1.4,0.0,0.0,1.9,0.0,0.5,87.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 01:25:00,1.38,0.0,0.0,1.87,0.0,0.49,86.0,82.8,0.0,0.0,112.2,0.0,29.4
2020-12-07 01:26:00,1.4,0.0,0.0,1.88,0.0,0.48,86.0,84.0,0.0,0.0,112.8,0.0,28.8
2020-12-07 01:27:00,1.32,0.0,0.0,1.87,0.0,0.55,86.0,79.2,0.0,0.0,112.2,0.0,33.0
2020-12-07 01:28:00,1.37,0.0,0.0,1.88,0.0,0.51,86.0,82.2,0.0,0.0,112.8,0.0,30.6
2020-12-07 01:29:00,1.37,0.0,0.0,1.88,0.0,0.51,86.0,82.2,0.0,0.0,112.8,0.0,30.6
2020-12-07 01:30:00,1.38,0.0,0.0,1.88,0.0,0.5,86.0,82.8,0.0,0.0,112.8,0.0,30.0
2020-12-07 01:31:00,1.42,0.0,0.0,1.9,0.0,0.48,86.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 01:32:00,1.38,0.0,0.0,1.88,0.0,0.5,86.0,82.8,0.0,0.0,112.8,0.0,30.0
2020-12-07 01:33:00,1.4,0.0,0.0,1.9,0.0,0.5,86.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 01:34:00,1.42,0.0,0.0,1.9,0.0,0.48,86.0,85.2,0.0,0.0,114.0,0.0,28.8
2020-12-07 01:35:00,1.8,0.0,0.0,2.3,0.0,0.5,86.0,108.0,0.0,0.0,138.0,0.0,30.0
2020-12-07 01:36:00,1.85,0.0,0.0,2.32,0.0,0.47,86.0,111.0,0.0,0.0,139.2,0.0,28.2
2020-12-07 01:37:00,1.8,0.0,0.0,2.32,0.0,0.52,86.0,108.0,0.0,0.0,139.2,0.0,31.200000000000003
2020-12-07 01:38:00,1.83,0.0,0.0,2.32,0.0,0.49,86.0,109.80000000000001,0.0,0.0,139.2,0.0,29.4
2020-12-07 01:39:00,1.87,0.0,0.0,2.32,0.0,0.45,86.0,112.2,0.0,0.0,139.2,0.0,27.0
2020-12-07 01:40:00,1.73,0.0,0.0,2.13,0.0,0.4,86.0,103.8,0.0,0.0,127.8,0.0,24.0
2020-12-07 01:41:00,1.45,0.0,0.0,1.9,0.0,0.45,86.0,87.0,0.0,0.0,114.0,0.0,27.0
2020-12-07 01:42:00,1.45,0.0,0.0,1.93,0.0,0.48,86.0,87.0,0.0,0.0,115.8,0.0,28.8
2020-12-07 01:43:00,1.52,0.0,0.0,1.9,0.0,0.38,86.0,91.2,0.0,0.0,114.0,0.0,22.8
2020-12-07 01:44:00,1.48,0.0,0.0,1.9,0.0,0.42,86.0,88.8,0.0,0.0,114.0,0.0,25.2
2020-12-07 01:45:00,1.45,0.0,0.0,1.9,0.0,0.45,86.0,87.0,0.0,0.0,114.0,0.0,27.0
2020-12-07 01:46:00,1.38,0.0,0.0,1.88,0.0,0.5,86.0,82.8,0.0,0.0,112.8,0.0,30.0
2020-12-07 01:47:00,1.4,0.0,0.0,1.9,0.0,0.5,86.0,84.0,0.0,0.0,114.0,0.0,30.0
2020-12-07 01:48:00,1.47,0.0,0.0,1.93,0.0,0.46,86.0,88.2,0.0,0.0,115.8,0.0,27.6
2020-12-07 01:49:00,1.48,0.0,0.0,1.92,0.0,0.44,86.0,88.8,0.0,0.0,115.2,0.0,26.400000000000002
2020-12-07 01:50:00,1.43,0.0,0.0,1.9,0.0,0.47,86.0,85.8,0.0,0.0,114.0,0.0,28.2
2020-12-07 01:51:00,3.4,0.0,0.0,4.02,0.0,0.62,86.0,204.0,0.0,0.0,241.2,0.0,37.2
2020-12-07 01:52:00,3.57,0.0,0.0,3.95,0.0,0.38,86.0,214.2,0.0,0.0,237.0,0.0,22.8
2020-12-07 01:53:00,3.27,0.0,0.0,3.77,0.0,0.5,86.0,196.20000000000002,0.0,0.0,226.20000000000002,0.0,30.0
2020-12-07 01:54:00,3.28,0.0,0.0,3.77,0.0,0.49,86.0,196.79999999999998,0.0,0.0,226.20000000000002,0.0,29.4
2020-12-07 01:55:00,3.3,0.0,0.0,3.77,0.0,0.47,86.0,198.0,0.0,0.0,226.20000000000002,0.0,28.2
2020-12-07 01:56:00,3.23,0.0,0.0,3.73,0.0,0.5,85.0,193.8,0.0,0.0,223.8,0.0,30.0
2020-12-07 01:57:00,3.2,0.0,0.0,3.73,0.0,0.53,85.0,192.0,0.0,0.0,223.8,0.0,31.8
2020-12-07 01:58:00,3.25,0.0,0.0,3.73,0.0,0.48,85.0,195.0,0.0,0.0,223.8,0.0,28.8
2020-12-07 01:59:00,3.2,0.0,0.0,3.73,0.0,0.53,85.0,192.0,0.0,0.0,223.8,0.0,31.8
2020-12-07 02:00:00,3.22,0.0,0.0,3.72,0.0,0.5,85.0,193.20000000000002,0.0,0.0,223.20000000000002,0.0,30.0
2020-12-07 02:01:00,3.22,0.0,0.0,3.72,0.0,0.5,85.0,193.20000000000002,0.0,0.0,223.20000000000002,0.0,30.0
2020-12-07 02:02:00,3.2,0.0,0.0,3.68,0.0,0.48,85.0,192.0,0.0,0.0,220.8,0.0,28.8
2020-12-07 02:03:00,3.18,0.0,0.0,3.68,0.0,0.5,85.0,190.8,0.0,0.0,220.8,0.0,30.0
2020-12-07 02:04:00,3.25,0.0,0.0,3.72,0.0,0.47,85.0,195.0,0.0,0.0,223.20000000000002,0.0,28.2
2020-12-07 02:05:00,3.23,0.0,0.0,3.67,0.0,0.44,85.0,193.8,0.0,0.0,220.2,0.0,26.400000000000002
2020-12-07 02:06:00,3.18,0.0,0.0,3.67,0.0,0.49,85.0,190.8,0.0,0.0,220.2,0.0,29.4
2020-12-07 02:07:00,3.22,0.0,0.0,3.7,0.0,0.48,85.0,193.20000000000002,0.0,0.0,222.0,0.0,28.8
2020-12-07 02:08:00,3.17,0.0,0.0,3.68,0.0,0.51,85.0,190.2,0.0,0.0,220.8,0.0,30.6
2020-12-07 02:09:00,3.18,0.0,0.0,3.68,0.0,0.5,85.0,190.8,0.0,0.0,220.8,0.0,30.0
2020-12-07 02:10:00,3.15,0.0,0.0,3.65,0.0,0.5,85.0,189.0,0.0,0.0,219.0,0.0,30.0
2020-12-07 02:11:00,3.22,0.0,0.0,3.67,0.0,0.45,85.0,193.20000000000002,0.0,0.0,220.2,0.0,27.0
2020-12-07 02:12:00,3.25,0.0,0.0,3.68,0.0,0.43,85.0,195.0,0.0,0.0,220.8,0.0,25.8
2020-12-07 02:13:00,3.15,0.0,0.0,3.67,0.0,0.52,85.0,189.0,0.0,0.0,220.2,0.0,31.200000000000003
2020-12-07 02:14:00,3.18,0.0,0.0,3.65,0.0,0.47,85.0,190.8,0.0,0.0,219.0,0.0,28.2
2020-12-07 02:15:00,3.17,0.0,0.0,3.63,0.0,0.46,85.0,190.2,0.0,0.0,217.79999999999998,0.0,27.6
2020-12-07 02:16:00,3.15,0.0,0.0,3.63,0.0,0.48,85.0,189.0,0.0,0.0,217.79999999999998,0.0,28.8
2020-12-07 02:17:00,3.17,0.0,0.0,3.63,0.0,0.46,84.0,190.2,0.0,0.0,217.79999999999998,0.0,27.6
2020-12-07 02:18:00,3.13,0.0,0.0,3.65,0.0,0.52,84.0,187.79999999999998,0.0,0.0,219.0,0.0,31.200000000000003
2020-12-07 02:19:00,3.13,0.0,0.0,3.62,0.0,0.49,84.0,187.79999999999998,0.0,0.0,217.20000000000002,0.0,29.4
2020-12-07 02:20:00,3.15,0.0,0.0,3.62,0.0,0.47,84.0,189.0,0.0,0.0,217.20000000000002,0.0,28.2
2020-12-07 02:21:00,3.2,0.0,0.0,3.63,0.0,0.43,84.0,192.0,0.0,0.0,217.79999999999998,0.0,25.8
2020-12-07 02:22:00,3.1,0.0,0.0,3.6,0.0,0.5,84.0,186.0,0.0,0.0,216.0,0.0,30.0
2020-12-07 02:23:00,3.08,0.0,0.0,3.6,0.0,0.52,84.0,184.8,0.0,0.0,216.0,0.0,31.200000000000003
2020-12-07 02:24:00,3.03,0.0,0.0,3.58,0.0,0.55,84.0,181.79999999999998,0.0,0.0,214.8,0.0,33.0
2020-12-07 02:25:00,3.15,0.0,0.0,3.6,0.0,0.45,84.0,189.0,0.0,0.0,216.0,0.0,27.0
2020-12-07 02:26:00,3.13,0.0,0.0,3.6,0.0,0.47,84.0,187.79999999999998,0.0,0.0,216.0,0.0,28.2
2020-12-07 02:27:00,3.12,0.0,0.0,3.6,0.0,0.48,84.0,187.20000000000002,0.0,0.0,216.0,0.0,28.8
2020-12-07 02:28:00,3.08,0.0,0.0,3.58,0.0,0.5,84.0,184.8,0.0,0.0,214.8,0.0,30.0
2020-12-07 02:29:00,3.08,0.0,0.0,3.57,0.0,0.49,84.0,184.8,0.0,0.0,214.2,0.0,29.4
2020-12-07 02:30:00,3.07,0.0,0.0,3.58,0.0,0.51,84.0,184.2,0.0,0.0,214.8,0.0,30.6
2020-12-07 02:31:00,3.0,0.0,0.0,3.45,0.0,0.45,84.0,180.0,0.0,0.0,207.0,0.0,27.0
2020-12-07 02:32:00,2.97,0.0,0.0,3.45,0.0,0.48,84.0,178.20000000000002,0.0,0.0,207.0,0.0,28.8
2020-12-07 02:33:00,2.93,0.0,0.0,3.43,0.0,0.5,84.0,175.8,0.0,0.0,205.8,0.0,30.0
2020-12-07 02:34:00,2.93,0.0,0.0,3.43,0.0,0.5,84.0,175.8,0.0,0.0,205.8,0.0,30.0
2020-12-07 02:35:00,2.97,0.0,0.0,3.45,0.0,0.48,84.0,178.20000000000002,0.0,0.0,207.0,0.0,28.8
2020-12-07 02:36:00,2.95,0.0,0.0,3.45,0.0,0.5,84.0,177.0,0.0,0.0,207.0,0.0,30.0
2020-12-07 02:37:00,2.97,0.0,0.0,3.45,0.0,0.48,84.0,178.20000000000002,0.0,0.0,207.0,0.0,28.8
2020-12-07 02:38:00,2.93,0.0,0.0,3.45,0.0,0.52,83.0,175.8,0.0,0.0,207.0,0.0,31.200000000000003
2020-12-07 02:39:00,2.92,0.0,0.0,3.42,0.0,0.5,83.0,175.2,0.0,0.0,205.2,0.0,30.0
2020-12-07 02:40:00,2.85,0.0,0.0,3.38,0.0,0.53,83.0,171.0,0.0,0.0,202.79999999999998,0.0,31.8
2020-12-07 02:41:00,2.88,0.0,0.0,3.4,0.0,0.52,83.0,172.79999999999998,0.0,0.0,204.0,0.0,31.200000000000003
2020-12-07 02:42:00,2.93,0.0,0.0,3.4,0.0,0.47,83.0,175.8,0.0,0.0,204.0,0.0,28.2
2020-12-07 02:43:00,2.93,0.0,0.0,3.4,0.0,0.47,83.0,175.8,0.0,0.0,204.0,0.0,28.2
2020-12-07 02:44:00,2.88,0.0,0.0,3.4,0.0,0.52,83.0,172.79999999999998,0.0,0.0,204.0,0.0,31.200000000000003
2020-12-07 02:45:00,2.87,0.0,0.0,3.4,0.0,0.53,83.0,172.20000000000002,0.0,0.0,204.0,0.0,31.8
2020-12-07 02:46:00,2.92,0.0,0.0,3.38,0.0,0.46,83.0,175.2,0.0,0.0,202.79999999999998,0.0,27.6
2020-12-07 02:47:00,2.88,0.0,0.0,3.4,0.0,0.52,83.0,172.79999999999998,0.0,0.0,204.0,0.0,31.200000000000003
2020-12-07 02:48:00,2.88,0.0,0.0,3.4,0.0,0.52,83.0,172.79999999999998,0.0,0.0,204.0,0.0,31.200000000000003
2020-12-07 02:49:00,2.9,0.0,0.0,3.37,0.0,0.47,83.0,174.0,0.0,0.0,202.20000000000002,0.0,28.2
2020-12-07 02:50:00,2.87,0.0,0.0,3.4,0.0,0.53,83.0,172.20000000000002,0.0,0.0,204.0,0.0,31.8
2020-12-07 02:51:00,2.9,0.0,0.0,3.38,0.0,0.48,83.0,174.0,0.0,0.0,202.79999999999998,0.0,28.8
2020-12-07 02:52:00,2.88,0.0,0.0,3.38,0.0,0.5,83.0,172.79999999999998,0.0,0.0,202.79999999999998,0.0,30.0
2020-12-07 02:53:00,2.87,0.0,0.0,3.37,0.0,0.5,83.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 02:54:00,2.87,0.0,0.0,3.38,0.0,0.51,83.0,172.20000000000002,0.0,0.0,202.79999999999998,0.0,30.6
2020-12-07 02:55:00,2.95,0.0,0.0,3.38,0.0,0.43,83.0,177.0,0.0,0.0,202.79999999999998,0.0,25.8
2020-12-07 02:56:00,2.88,0.0,0.0,3.38,0.0,0.5,83.0,172.79999999999998,0.0,0.0,202.79999999999998,0.0,30.0
2020-12-07 02:57:00,2.88,0.0,0.0,3.38,0.0,0.5,83.0,172.79999999999998,0.0,0.0,202.79999999999998,0.0,30.0
2020-12-07 02:58:00,2.88,0.0,0.0,3.37,0.0,0.49,83.0,172.79999999999998,0.0,0.0,202.20000000000002,0.0,29.4
2020-12-07 02:59:00,2.9,0.0,0.0,3.4,0.0,0.5,83.0,174.0,0.0,0.0,204.0,0.0,30.0
2020-12-07 03:00:00,2.92,0.0,0.0,3.4,0.0,0.48,83.0,175.2,0.0,0.0,204.0,0.0,28.8
2020-12-07 03:01:00,2.87,0.0,0.0,3.38,0.0,0.51,82.0,172.20000000000002,0.0,0.0,202.79999999999998,0.0,30.6
2020-12-07 03:02:00,2.9,0.0,0.0,3.38,0.0,0.48,82.0,174.0,0.0,0.0,202.79999999999998,0.0,28.8
2020-12-07 03:03:00,2.87,0.0,0.0,3.38,0.0,0.51,82.0,172.20000000000002,0.0,0.0,202.79999999999998,0.0,30.6
2020-12-07 03:04:00,2.9,0.0,0.0,3.38,0.0,0.48,82.0,174.0,0.0,0.0,202.79999999999998,0.0,28.8
2020-12-07 03:05:00,2.9,0.0,0.0,3.4,0.0,0.5,82.0,174.0,0.0,0.0,204.0,0.0,30.0
2020-12-07 03:06:00,2.9,0.0,0.0,3.38,0.0,0.48,82.0,174.0,0.0,0.0,202.79999999999998,0.0,28.8
2020-12-07 03:07:00,2.87,0.0,0.0,3.37,0.0,0.5,82.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 03:08:00,2.88,0.0,0.0,3.38,0.0,0.5,82.0,172.79999999999998,0.0,0.0,202.79999999999998,0.0,30.0
2020-12-07 03:09:00,2.85,0.0,0.0,3.37,0.0,0.52,82.0,171.0,0.0,0.0,202.20000000000002,0.0,31.200000000000003
2020-12-07 03:10:00,2.88,0.0,0.0,3.35,0.0,0.47,82.0,172.79999999999998,0.0,0.0,201.0,0.0,28.2
2020-12-07 03:11:00,2.87,0.0,0.0,3.35,0.0,0.48,82.0,172.20000000000002,0.0,0.0,201.0,0.0,28.8
2020-12-07 03:12:00,2.85,0.0,0.0,3.37,0.0,0.52,82.0,171.0,0.0,0.0,202.20000000000002,0.0,31.200000000000003
2020-12-07 03:13:00,2.87,0.0,0.0,3.37,0.0,0.5,82.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 03:14:00,2.87,0.0,0.0,3.37,0.0,0.5,82.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 03:15:00,2.87,0.0,0.0,3.37,0.0,0.5,82.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 03:16:00,2.87,0.0,0.0,3.37,0.0,0.5,82.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 03:17:00,2.87,0.0,0.0,3.37,0.0,0.5,82.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 03:18:00,2.87,0.0,0.0,3.37,0.0,0.5,82.0,172.20000000000002,0.0,0.0,202.20000000000002,0.0,30.0
2020-12-07 03:19:00,2.87,0.0,0.0,3.35,0.0,0.48,82.0,172.20000000000002,0.0,0.0,201.0,0.0,28.8
2020-12-07 03:20:00,2.85,0.0,0.0,3.35,0.0,0.5,82.0,171.0,0.0,0.0,201.0,0.0,30.0
2020-12-07 03:21:00,2.85,0.0,0.0,3.35,0.0,0.5,82.0,171.0,0.0,0.0,201.0,0.0,30.0
2020-12-07 03:22:00,2.88,0.0,0.0,3.35,0.0,0.47,82.0,172.79999999999998,0.0,0.0,201.0,0.0,28.2
2020-12-07 03:23:00,2.88,0.0,0.0,3.35,0.0,0.47,82.0,172.79999999999998,0.0,0.0,201.0,0.0,28.2
2020-12-07 03:24:00,2.85,0.0,0.0,3.35,0.0,0.5,81.0,171.0,0.0,0.0,201.0,0.0,30.0
2020-12-07 03:25:00,2.88,0.0,0.0,3.35,0.0,0.47,81.0,172.79999999999998,0.0,0.0,201.0,0.0,28.2
2020-12-07 03:26:00,2.85,0.0,0.0,3.33,0.0,0.48,81.0,171.0,0.0,0.0,199.8,0.0,28.8
