CapRatio,PlannedDays,FeasibleDays,InfeasibleDays,TimeLimitedDays,FailedDays,AllDaysFeasible,SummedVppBillEUR,SummedBillEUR,SummedBillPenaltyEUR,SummedBillPenaltyPercentOfVpp,AggregatedVppPaperSavingsPercent,AggregatedPaperSavingsPercent,AggregatedPaperSavingsSacrificePP,MeanDailyPaperSavingsSacrificePP,MedianDailyPaperSavingsSacrificePP,MeanCapKW,MeanPeakKW,MeanVppPeakKW,MeanPeakReductionVsVppKW,MeanPeakReductionVsVppPercent,DaysWithZeroPenalty,MeanMarginalCostEURPerKW,MedianMarginalCostEURPerKW,MaxMarginalCostEURPerKW,KneeDays
2,48,45,0,0,0,0,1160.55275297456,1160.55275956495,6.59039733363898e-06,5.67867106148122e-07,40.8837533462382,40.8837530105365,3.3570172064401e-07,3.15047795772393e-07,0,40.1173407401914,40.0875944820292,67.1802880299581,27.092693547929,38.3102089687571,41,NaN,NaN,NaN,0
1.5,48,45,0,0,0,0,1160.55275297456,1160.69308925671,0.140336282155431,0.012092193292872,40.8837533462382,40.8766048954254,0.00714845081286342,0.00761015372261779,0,30.0880055551435,30.0880055551435,67.1802880299581,37.0922824748146,53.6482268858795,42,0.000375301625411633,0,0.0168894480615297,4
1.25,48,45,0,0,0,0,1160.55275297456,1182.42411510381,21.8713621292582,1.88456423658474,40.8837533462382,39.7696697037902,1.11408364244802,1.15874253233696,0,25.0733379626196,25.0733379626196,67.1802880299581,42.1069500673385,61.3735224048995,30,0.109796834517662,0,0.719650396084588,25
1,48,45,0,0,0,0,1160.55275297456,1278.82135803864,118.268605064085,10.1907134131522,40.8837533462382,34.8593860691412,6.02436727709706,6.16207544119532,5.5346365393773,20.0586703700957,20.0586703700957,67.1802880299581,47.1216176598624,69.0988179239196,8,0.455862630345614,0.486386358022637,0.840919562132845,11
0.9,48,45,0,0,0,0,1160.55275297456,1341.94112889112,181.388375916562,15.6294813356527,40.8837533462382,31.6441906091501,9.23956273708813,9.32732277789375,9.5320961787384,18.0528033330861,18.0528033330861,67.1802880299581,49.127484696872,72.1889361315277,4,0.697513441709225,0.84084660634902,0.939632689094454,0
0.8,48,45,0,0,0,0,1160.55275297456,1411.28025757759,250.727504603039,21.6041454350448,40.8837533462382,28.1121934434198,12.7715599028185,12.7730087290492,13.8041136617992,16.0469362960766,16.0469362960766,67.1802880299581,51.1333517338816,75.2790543391357,2,0.753060693039284,0.840850084085012,0.960050010712314,4
0.7,48,42,3,0,0,0,1100.6835088564,1403.6999975844,303.016488727999,27.5298472530792,40.3571301235592,23.9375391492223,16.4195909743369,16.3563342118494,17.6803951208955,14.2819033942384,14.2819033942384,67.6717853168056,53.3898819225672,78.116504168274,0,0.831074919524519,0.84496935355909,0.970726558369436,1
0.6,48,33,12,0,0,0,844.890333403607,1119.87538568715,274.985052283543,32.5468337619366,41.5459304243394,22.5209815724624,19.024948851877,18.8472308462905,20.5293132862764,12.4499536937147,12.4499536937147,66.0264700738336,53.5765163801189,80.4258876036249,0,0.908247055681236,0.886120450343648,1.09834265695908,0
0.5,48,9,36,0,0,0,214.954473010482,286.272989451553,71.3185164410716,33.1784286422334,46.2608764295501,28.4310796627668,17.8297967667833,17.0916309909137,19.0489117048312,10.958770623538,10.958770623538,55.3172082258694,44.3584376023314,79.9685203512791,0,0.989238223351957,0.976097537552758,1.11509087998805,0
