Day,DemandChargeEURPerKW,Status,Feasible,P0KW,BillEUR,PeakKW,NightPeakKW,ObjectiveWithDemandChargeEUR,PaperSavingsPercent,BillPenaltyVsVppEUR,PaperSavingsSacrificePP,PeakReductionVsVppKW,PeakRatioToP0,PeakAtOrBelowP0,PeakAtOrBelowLex,VppTotalCostUnderTariffEUR,TotalCostSavingVsVppUnderTariffEUR,FrontierLowerBoundCapRatio,FrontierLowerBoundBillEUR,GapAboveFrontierLowerBoundEUR,ConsistentWithFrontier,MaximumRelativeMipGapPercent
2020-01-15,0.05,ok,1,22.857254,29.2608775430577,26.9853272631579,26.9853272631579,30.6101439062156,39.5947479275005,1.34926597894491e-07,2.78538301756726e-07,57.5661269473684,1.18060232708434,0,0,33.4884501186574,2.87830621244182,1.25,29.2608774081312,1.34926498418508e-07,1,0
2020-01-15,0.1,ok,1,22.857254,29.2608776779842,26.9853272631579,26.9853272631579,31.9594104043,39.5947476489624,2.69853099865713e-07,5.57076404561485e-07,57.5661269473684,1.18060232708434,0,0,37.7160228291837,5.75661242488373,1.25,29.2608774081312,2.6985300038973e-07,1,0
2020-01-15,0.2,ok,1,22.857254,29.2608779478376,26.9853272631579,26.9853272631579,34.6579434004692,39.5947470918854,5.39706498159376e-07,1.11415339887344e-06,57.5661269473684,1.18060232708434,0,0,46.1711682502364,11.5132248497672,1.25,29.2608774081312,5.39706398683393e-07,1,0
2020-01-15,0.5,ok,1,22.857254,29.2608787573975,26.9853272631579,26.9853272631579,42.7535423889765,39.5947454206549,1.34926639816513e-06,2.78538389864025e-06,57.5661269473684,1.18060232708434,0,0,71.5366045133943,28.7830621244178,1.25,29.2608774081312,1.34926629868914e-06,1,0
2020-01-15,1,ok,1,22.857254,40.5371501172455,13.1681137393887,13.1681137393887,53.7052638566342,16.3163590179503,11.2762727091144,23.2783891880885,71.3833404711376,0.576102174801431,1,1,113.812331618657,60.1070677620232,0.6,40.0009172095483,0.536232907697205,1,0
2020-01-16,0.05,ok,1,30.6840095,39.1521339769226,28.8882537631579,28.8882537631579,40.5965466650805,30.4159384598971,1.44441202110102e-07,2.56711501833706e-07,40.8568451842105,0.941475844711816,1,0,42.6393887798498,2.04284211476931,1,39.1521338324814,1.44441202110102e-07,1,0
2020-01-16,0.1,ok,1,30.6840095,39.1521341213639,28.8882537631579,28.8882537631579,42.0409594976797,30.4159382031852,2.88882503696186e-07,5.13423401571345e-07,40.8568451842105,0.941475844711816,1,0,46.1266437272182,4.08568422953854,1,39.1521338324814,2.88882503696186e-07,1,0
2020-01-16,0.2,ok,1,30.6840095,39.1521344102466,28.8882537631579,28.8882537631579,44.9297851628781,30.4159376897617,5.77765206344338e-07,1.02684689906596e-06,40.8568451842105,0.941475844711816,1,0,53.1011536219551,8.17136845907698,1,39.1521338324814,5.77765206344338e-07,1,0
2020-01-16,0.5,ok,1,30.6840095,39.1521352768939,28.8882537631579,28.8882537631579,53.5962621584729,30.415936149492,1.44441250427008e-06,2.56711659929465e-06,40.8568451842105,0.941475844711816,1,0,74.0246833061656,20.4284211476927,1,39.1521338324814,1.44441250427008e-06,1,0
2020-01-16,1,ok,1,30.6840095,49.382409740578,16.388172604231,16.388172604231,65.770582344809,12.2339374805886,10.2302759080966,18.18200123602,53.3569263431374,0.534094887574292,1,1,108.89723277985,43.1266504350408,0.6,47.6151411827281,1.7672685578499,1,0
2020-02-01,0.05,ok,1,20.613763,27.2012463142549,24.361944510615,24.361944510615,28.4193435397856,34.4841728710494,3.34436897730939e-07,8.05511298551664e-07,43.1244512788587,1.18182907752529,0,1,30.5755657692917,2.15622222950608,1.25,27.201245979818,3.34436897730939e-07,1,1.77635728792112e-16
2020-02-01,0.1,ok,1,20.613763,27.2012467027824,24.3619439697092,24.3619439697092,29.6374410997533,34.4841719352577,7.2296439768138e-07,1.74130300223396e-06,43.1244518197645,1.18182905128526,0,1,33.9498855587654,4.31244445901207,1.25,27.201245979818,7.2296439768138e-07,1,0
2020-02-01,0.2,ok,1,20.613763,27.2012477047271,24.3619425748073,24.3619425748073,32.0736362196886,34.484169522014,1.72490909733369e-06,4.15454670132931e-06,43.1244532146664,1.18182898361679,0,1,40.6985251377127,8.62488891802414,1.25,27.201245979818,1.72490909733369e-06,1,0
2020-02-01,0.5,ok,1,20.613763,27.2012562185137,24.3619307219614,24.3619307219614,39.3822215794944,34.4841490160502,1.02386956974954e-05,2.46605104976538e-05,43.1244650675123,1.18182840862008,0,1,60.9444438745548,21.5622222950605,1.25,27.201245979818,1.02386956974954e-05,1,0
2020-02-01,1,ok,1,20.613763,37.8519351783905,11.4522026047358,11.4522026047358,49.3041377831263,8.83135232137967,10.6506891985725,25.652821355181,56.0341931847379,0.555560991204556,1,1,94.6876417692917,45.3835039861654,0.6,36.9873153285762,0.864619849814297,1,0
2020-02-02,0.05,ok,1,16.6183245,24.9107123429572,25.1228660680849,25.1228660680849,26.1668556463615,39.2104057012103,-1.06713997638508e-08,-2.6041398371035e-08,57.2679681424414,1.51175686021084,0,0,29.0302540641549,2.86339841779342,2,24.9107123536286,-1.06713997638508e-08,1,0
2020-02-02,0.1,ok,1,16.6183245,24.9107123333424,25.1228660575191,25.1228660575191,27.4229989390943,39.2104057246734,-2.02862011633442e-08,-4.95045000548089e-08,57.2679681530072,1.51175685957505,0,0,33.1497957746812,5.72679683558693,2,24.9107123536286,-2.02862011633442e-08,1,8.67126476872255e-15
2020-02-02,0.2,ok,1,16.6183245,24.9107123167114,25.1228660392433,25.1228660392433,29.9352855245601,39.210405765258,-3.69171999636819e-08,-9.00891024002703e-08,57.267968171283,1.51175685847531,0,0,41.3888791957339,11.4535936711738,2,24.9107123536286,-3.69171999636819e-08,1,0
2020-02-02,0.5,ok,1,16.6183245,24.9107122809728,25.1228659999697,25.1228659999697,37.4721452809577,39.2104058524708,-7.26558013752765e-08,-1.77301899384474e-07,57.2679682105566,1.51175685611204,0,0,66.1061294588917,28.633984177934,2,24.9107123536286,-7.26558013752765e-08,1,0
2020-02-02,1,ok,1,16.6183245,35.5547812539344,11.9452802977879,11.9452802977879,47.5000615517223,13.23569161522,10.6440689003058,25.9747140599489,70.4455539127384,0.718801723831298,1,1,107.301546564155,59.8014850124326,0.8,34.3237247743229,1.2310564796115,1,0
2020-02-15,0.05,ok,1,21.9325045,30.390400466326,25.8390452631579,25.8390452631579,31.6823527294839,33.4102794337213,1.29195200315735e-07,2.83085199725974e-07,56.2314039473684,1.17811649203847,0,0,34.4939227976571,2.81157006817321,1.25,30.3904003371308,1.29195200315735e-07,1,0
2020-02-15,0.1,ok,1,21.9325045,30.3904005955213,25.8390452631579,25.8390452631579,32.9743051218371,33.410279150636,2.58390500107453e-07,5.66170498927931e-07,56.2314039473684,1.17811649203847,0,0,38.5974452581834,5.62314013634633,1.25,30.3904003371308,2.58390500107453e-07,1,0
