Day,OriginalLoadPeakKW,P0KW,PaperLoadOnlyBaselineBillEUR,PvSelfNoBatteryBaselineBillEUR,VppBillEUR,VppPeakKW,VppNightPeakKW,VppDaytimePeakKW,VppPaperSavingsPercent,VppThroughputKWh,LexBillEUR,LexPeakKW,LexNightPeakKW,LexDaytimePeakKW,LexPaperSavingsPercent,LexThroughputKWh,LexStatus,BillDifferenceLexMinusVppEUR,BillDifferenceWithinAllowance,FreePeakReductionKW,FreePeakReductionPercent,VppPeakExcessOverP0KW,LexPeakExcessOverP0KW,LexPeakRatioToP0,LexPeakAtOrBelowP0,FreeShareOfExcessOverP0Percent,PsBillEUR,PsPeakKW,PsPaperSavingsPercent,TotalReduciblePeakKW,FreeShareOfReduciblePeakPercent,PsBillPenaltyEUR
2020-03-16,23.72469,23.714525,60.568317555,57.88686559,43.856646698458,77.0285757894737,77.0285757894737,19.95403,27.5914397677742,319.999883991754,43.8566466984579,27.4876174062223,27.4876174062223,20.1418595,27.5914397677743,319.999883991755,ok,-9.9475983006414e-14,1,49.5409583832514,64.3150387703539,53.3140507894737,3.7730924062223,1.15910470086254,0,92.9228930266029,53.9844635920507,15.7849314568876,10.8701285238289,61.2436443325861,80.8915911571448,10.1278168935927
2020-04-01,21.59234,21.5824885,44.174212105,42.697179065,28.7443043798138,80.4415042105263,80.4415042105263,9.67147209088808,34.9296727432512,320.148630334972,28.7443043798138,25.2276442841565,25.2276442841565,7.04943417877673,34.9296727432512,320.149149838391,ok,0,1,55.2138599263698,68.6385224496395,58.8590157105263,3.6451557841565,1.16889413767817,0,93.8069712173175,39.8202300442205,11.6433426209518,9.85638872387875,68.7981615895745,80.2548478777037,11.0759256644067
2020-04-02,17.44189,17.432523,38.03560501,34.01529078275,20.1439120378291,64.8598303878116,64.8598303878116,3.33066907387547e-16,47.0393279335691,222.789140172513,20.1439120378291,20.1408186705788,20.1408186705788,1.40907338508356e-05,47.039327933569,222.790279037292,ok,0,1,44.7190117172328,68.9471610546123,47.4273073878116,2.7082956705788,1.15535878946374,0,94.2895858530759,29.4117582149364,9.45320234766963,22.6730895769799,55.406628040142,80.7105815658625,9.2678461771073
2020-04-15,19.52503,17.2670585,38.265875025,31.048841546,13.2411445276038,43.4498102726345,43.4498102726345,5.55111512312578e-16,65.39699008855,163.936634781614,13.2411445276038,12.937953766051,12.937953766051,3.8505292981883e-08,65.39699008855,163.938852671444,ok,0,1,30.5118565065835,70.22322149425,26.1827517726345,-4.329104733949,0.749285338093399,1,116.534185449803,17.9082707578956,7.60865108946108,53.2004148704408,35.8411591831734,85.1307747906438,4.6671262302918
2020-04-16,18.67433,14.3783125,40.503017345,32.4138198945,17.0873928899223,47.4889244782776,47.4889244782776,2.63677968348475e-16,57.8120495459045,204.874065035833,17.0873928899223,16.7670902909071,16.7670902909071,1.04752412048548e-05,57.8120495459045,204.874990529153,ok,0,1,30.7218341873705,64.6926299655898,33.1106119782776,2.3887777909071,1.16613756245089,0,92.7854616747215,21.7402662535505,11.3196099261039,46.3243292015273,36.1693145521737,84.9389449807093,4.6528733636282
2020-05-01,22.56567,22.565423,48.90166106,48.25838992775,34.5149644927198,79.8157942105263,79.8157942105263,13.55112,29.4196480353264,319.999908702084,34.5149644927198,24.4366944016736,24.4366944016736,14.83122,29.4196480353264,319.999908702084,ok,0,1,55.3790998088527,69.3836356032265,57.2503712105263,1.8712714016736,1.08292649340868,0,96.7314248587273,43.8126013859786,12.9326235719625,10.406721497205,66.8831706385638,82.799752583682,9.2976368932588
2020-05-02,18.54607,18.5347365,36.388577095,34.308131196,22.5323642826615,72.4546278265372,72.4546278265372,2.12607709215717e-14,38.0784683505594,250.105953724243,22.5323642826615,22.6550648735363,22.6550648735363,1.57022859622602e-05,38.0784683505594,250.107129550226,ok,0,1,49.7995629530009,68.7320664626495,53.9198913265372,4.1203283735363,1.2223030456104,0,92.3584260424716,31.8269255763296,11.4241297138414,12.535943647264,61.0304981126958,81.5978314006934,9.2945612936681
2020-05-15,17.2309,14.622626,34.779619425,26.7086353335,11.0638236526886,26.4239437617729,26.4239437617729,6.10622663543836e-16,68.1887730929689,118.64186480508,11.0638236526886,11.3345201284658,11.3345201284658,3.37333959377073e-08,68.1887730929689,118.643800477816,ok,0,1,15.0894236333071,57.1051156078251,11.8013177617729,-3.2881058715342,0.775135747058415,1,127.862192493326,13.2882514448385,7.98411571227885,61.7929935274487,18.4398280494941,81.8306092269723,2.2244277921499
2020-05-16,15.55111,13.4446845,34.85289726,29.15066678675,17.3467138009628,55.0748693534775,55.0748693534775,4.44089209850063e-16,50.2287753251683,189.060549007571,17.3467138009629,17.4231065217401,17.4231065217401,0.000108761233696769,50.2287753251683,189.068693317658,ok,9.9475983006414e-14,1,37.6517628317374,68.3646884209268,41.6301848534775,3.9784220217401,1.29591040397713,0,90.4434197548182,23.3658969801671,10.2465387421387,32.9585233449625,44.8283306113388,83.9909992593252,6.0191831792043
2020-06-01,25.80843,25.7949115,52.652500625,49.456152072,32.6468087518901,57.9190731578947,57.9190731578947,12.628087,37.9957108126618,323.80922328021,32.6468087518901,26.5772518758128,26.5772518758128,14.69982,37.9957108126618,323.809886215529,ok,0,1,31.3418212820819,54.1131264249346,32.1241616578947,0.782340375812797,1.03032925217878,0,97.5646356653776,44.1777644627625,12.9506671893372,16.0956005159109,44.9684059685575,69.6974255747391,11.5309557108724
2020-06-02,17.78814,17.7709165,36.3944629207585,36.0866820474718,23.8512933073022,58.3253767112622,58.3253767112622,2.78703182350348e-05,34.4644998355011,287.270457364074,23.8512933073022,24.3592231199446,24.3592231199446,2.5211972639827e-05,34.4644998355012,287.270463381834,ok,0,1,33.9661535913176,58.2356351669461,40.5544602112622,6.5883066199446,1.37073533151453,0,83.7544216206458,35.3164985657655,10.8321575374117,2.96189109134569,47.4932191738505,71.5179012544578,11.4652052584633
2020-06-15,14.82562,14.4712795,34.282723145,26.587499822,12.0590333708069,34.9083658725762,34.9083658725762,1.16573417585641e-15,64.824750589961,121.844785489195,12.0590333708069,13.1139065293987,13.1139065293987,6.74137920521345e-08,64.824750589961,121.846017753866,ok,0,1,21.7944593431775,62.43334168873,20.4370863725762,-1.3573729706013,0.906202283592042,1,106.641714703632,16.5902849130716,6.85987107084566,51.6074471596015,28.0484948017305,77.7027769127662,4.5312515422647
2020-06-16,17.13738,14.727853,36.66503493,31.35336959375,19.3101798620257,56.8940989417092,56.8940989417092,4.9960036108132e-16,47.3335293450772,221.886473391206,19.3101798620256,19.1568905756971,19.1568905756971,1.35780480416958e-05,47.3335293450772,221.887490149012,ok,-9.9475983006414e-14,1,37.7372083660121,66.3288619873842,42.1662459417092,4.4290375756971,1.30072527039054,0,89.4962487724901,28.7942111296856,8.42360850572747,21.4668384070578,48.4704904359817,77.8560481368642,9.4840312676599
2020-07-01,21.15025,21.141624,46.10601875,45.6651268085,31.8873578981091,83.0496542105263,83.0496542105263,13.17714638,30.8390558052486,319.999915652548,31.8873578981091,28.0959356334116,28.0959356334116,14.18432,30.8390558052485,319.999915652548,ok,0,1,54.9537185771147,66.1697138892476,61.9080302105263,6.9543116334116,1.32893932998769,0,88.7667050465625,44.5771385286542,13.0958934333868,3.31601006288529,69.9537607771395,78.5572040253671,12.6897806305451
2020-07-02,24.46207,24.4455305,44.099284075,43.0890017935,29.3756687771134,71.0451615789474,71.0451615789474,10.7986118728851,33.3874247773411,320.058474211492,29.3756687771134,25.651200238614,25.651200238614,12.2581325,33.3874247773411,320.059009711847,ok,0,1,45.3939613403334,63.8945148852823,46.5996310789474,1.205669738614,1.04932066164872,0,97.4127053998102,40.9477487165193,11.9730391778568,7.14645469781512,59.0721224010906,76.844981177611,11.5720799394059
2020-07-15,14.781415,13.431552,36.0233309218721,30.3404491548721,17.7412893216537,55.8467308911616,55.8467308911616,3.77475828372553e-14,50.7505584085735,197.46215911426,17.7412893216537,17.2690195021418,17.2690195021418,1.13953850333984e-05,50.7505584085734,197.463165902779,ok,0,1,38.5777113890198,69.0778327995653,42.4151788911616,3.8374675021418,1.28570544209201,0,90.9526079991579,26.6296696415213,7.78645345352493,26.0766038008088,48.0602774376367,80.2694313179496,8.8883803198676
2020-07-16,16.15586,13.8189275,33.2099567072807,26.4661445112807,11.5959731824045,35.679758294816,35.679758294816,5.82867087928207e-16,65.0828416170074,120.176260699317,11.5959731824045,11.7566400619623,11.7566400619623,6.04365432421705e-08,65.0828416170074,120.177980200942,ok,0,1,23.9231182328537,67.0495523965742,21.860830794816,-2.0622874380377,0.850763567719875,1,109.433710261948,15.6430502793134,6.85476093834032,52.8965050536066,28.8249973564757,82.9943466672313,4.0470770969089
2020-08-01,24.76342,24.74936,47.85067247,46.7414875925,32.7646726384706,75.9613042105263,75.9613042105263,12.1651105,31.527247273249,320.005322099513,32.7646726384706,28.1157715132559,28.1157715132559,13.2209882472949,31.527247273249,320.005936757557,ok,0,1,47.8455326972704,62.9867182962878,51.2119442105263,3.3664115132559,1.13602014408679,0,93.4265110119292,45.5194837221975,13.375510152828,4.8717993446467,62.5857940576983,76.4479118906141,12.7548110837269
2020-08-02,23.94404,23.2809665,44.9556289,43.936965754,30.3277250281859,76.9028042105263,76.9028042105263,9.14621,32.5385368411876,319.99991977804,30.3277250281859,25.8096836219176,25.8096836219176,9.562265825,32.5385368411876,319.999919778039,ok,0,1,51.0931205886087,66.4385663346398,53.6218377105263,2.5287171219176,1.10861736010477,0,95.2841655006889,40.9191209320882,12.5852065948434,8.97887109285166,64.3175976156829,79.4387888893263,10.5913959039023
2020-08-15,19.06225,18.28414,40.457907755,34.9834634965,21.8601326413552,64.9591884398177,64.9591884398177,6.66133814775094e-16,45.9682078130853,248.729561065775,21.8601326413552,21.6867975548214,21.6867975548214,1.53709680842384e-05,45.9682078130853,248.730712081856,ok,0,1,43.2723908849963,66.6147344575996,46.6750484398177,3.4026575548214,1.18609885697776,0,92.7099003245626,32.5403874804996,9.51473318143264,19.5697719280156,55.4444552583851,78.0463811635196,10.6802548391444
2020-08-16,21.1024,19.8687105,46.25272847,40.1515288425,25.092780421743,83.6087942105263,83.6087942105263,1.16573417585641e-15,45.7485401363545,309.737271907887,25.092780421743,25.4921652783031,25.4921652783031,1.73633361256198e-05,45.7485401363544,309.738572117403,ok,0,1,58.1166289322232,69.5101866747246,63.7400837105263,5.6234547783031,1.28303068678277,0,91.1775221321612,37.1026656784773,10.9697648593253,19.7827524866074,72.639029351201,80.0074415246331,12.0098852567343
2020-09-01,20.269925,20.261546,46.28547322,43.60958281525,28.5873706448978,77.1378942105263,77.1378942105263,5.26079468259876,38.2368405114519,320.241446740125,28.5873706448978,27.6506505483054,27.6506505483054,5.26080038113337,38.236840511452,320.241873460506,ok,0,1,49.4872436622209,64.1542579930421,56.8763482105263,7.3891045483054,1.36468611764894,0,87.0084757886445,41.6710854948707,12.2501663283757,9.96940811903677,64.8877278821506,76.2659524033572,13.0837148499729
2020-09-02,19.56155,18.825119,46.795365465,43.380802602,28.7912416483675,59.4894631578947,59.4894631578947,6.628318745,38.4741600748869,320.558209915533,28.7912416483676,26.4312498979825,26.4312498979825,9.906156,38.4741600748869,320.55868943725,ok,9.9475983006414e-14,1,33.0582132599122,55.5698631405873,40.6643441578947,7.6061308979825,1.40404158390619,0,81.2953311912549,40.1391167099794,12.2977293399586,14.2241623478697,47.1917338179361,70.0508554897549,11.3478750616119
2020-09-15,17.670705,17.280066,41.799468915,37.91398297075,23.0739729405111,66.6778972853186,66.6778972853186,9.56179579958416e-15,44.7984064404443,271.063235593006,23.0739729405112,23.6319822355934,23.6319822355934,1.5876913203039e-05,44.7984064404442,271.064424495526,ok,9.9475983006414e-14,1,43.0459150497252,64.5579971808787,49.3978312853186,6.3519162355934,1.36758634113975,0,87.1413054575106,34.6108998591036,10.2044579936292,17.1977521305701,56.4734392916894,76.223292913665,11.5369269185925
2020-09-16,15.06539,15.0258605,37.569667215,32.1278510635,19.8305222142361,69.0526443541996,69.0526443541996,1.62109908830033e-15,47.2166679019222,229.190961912388,19.8305222142361,19.9659167596263,19.9659167596263,1.38065784239805e-05,47.2166679019222,229.192077810689,ok,0,1,49.0867275945733,71.0859490663198,54.0267838541996,4.9400562596263,1.32877027306531,0,90.8562829263391,29.5805318709188,8.97324795018815,21.2648552311143,60.0793964040114,81.7030971224868,9.7500096566827
2020-10-01,25.39131,25.3783045,47.27723521,46.244208619,32.2329812695915,75.72607,75.72607,12.5733649999997,31.8213488449222,320.433873506284,32.2329812695915,26.8698209626826,26.8698209626826,12.667962075,31.8213488449222,320.434505928328,ok,0,1,48.8562490373174,64.5170798343522,50.3477655,1.4915164626826,1.05877132030954,0,97.0375716819397,44.3005046357335,12.958038929949,6.29632964162186,62.768031070051,77.8361981480546,12.067523366142
2020-10-02,23.08254,23.006571,51.23633312,47.9066062665,33.1322791031013,80.0874342105263,80.0874342105263,13.3916685534031,35.3344061029845,322.55196515073,33.1322791031013,26.9012611137243,26.9012611137243,15.872963,35.3344061029844,322.551965150718,ok,0,1,53.186173096802,66.4101348995539,57.0808632105263,3.8946901137243,1.16928598849973,0,93.176889951086,44.451144315383,13.0498523682468,13.2429242910993,67.0375818422795,79.3378454818583,11.3188652122817
2020-10-15,15.72019,14.855774,35.323193125,30.789465379,15.4257732578337,45.3461080722706,45.3461080722706,4.9960036108132e-16,56.3296183240124,163.187562703748,15.4257732578337,15.6683052527836,15.6683052527836,4.66313121449957e-08,56.3296183240124,163.190146398207,ok,0,1,29.677802819487,65.4472987454355,30.4903340722706,0.8125312527836,1.05469464282262,0,97.3351185629594,20.953359020388,8.89464838946476,40.6810167296051,36.4514596828058,81.4173234151334,5.5275857625543
2020-10-16,17.52302,17.5111735,35.190964195,30.86806789375,14.8479063532246,38.9394832770083,38.9394832770083,1.76247905159244e-15,57.8076171174241,175.398481220483,14.8479063532246,14.4246141977341,14.4246141977341,1.01329205330902e-05,57.8076171174241,175.399300200279,ok,0,1,24.5148690792742,62.9563286828434,21.4283097770083,-3.0865593022659,0.823737723673065,1,114.404119290723,20.4082477378769,8.3647385469563,42.0071367616106,30.574744730052,80.1801267540215,5.5603413846523
2020-11-01,25.80923,25.7987325,52.0760697,51.55917673175,37.8367923380125,78.9344292105263,78.9344292105263,14.84213,27.3432258694197,319.999899915287,37.8367923380125,27.678478263389,27.678478263389,14.84213,27.3432258694198,319.999899915288,ok,0,1,51.2559509471373,64.934847138037,53.1356967105263,1.879745763389,1.07286194247679,0,96.4623673354101,48.7960348448809,14.2801447708911,6.29854532804554,64.6542844396352,79.2769595880265,10.9592425068684
2020-11-02,18.23856,18.2003795,41.529933995,37.200360588,22.9526985249528,69.8769425761773,69.8769425761773,9.99200722162641e-16,44.7321574657062,261.318548046621,22.9526985249528,22.6266856267487,22.6266856267487,1.6206759892945e-05,44.7321574657062,261.319761648866,ok,0,1,47.2502569494286,67.6192392045747,51.6765630761773,4.4263061267487,1.24319856224694,0,91.4345965302998,33.5206035888881,10.5368672121707,19.2856805577302,59.3400753640066,79.6262166159782,10.5679050639353
2020-11-15,25.4903844736842,25.2639187236842,50.7856081468421,47.6364833718421,32.4388994138802,75.8006984210526,75.8006984210526,15.1574842105263,36.1258029635365,321.464967523516,32.4388994138802,24.6271184729025,24.6271184729025,15.1574842105263,36.1258029635365,321.46568879077,ok,0,1,51.1735799481501,67.5106971493779,50.5367796973684,-0.6368002507817,0.974794082511645,1,101.260072870878,42.2258857454636,12.5209369532528,16.8546222320088,63.2797614677998,80.8687940048415,9.7869863315834
2020-11-16,24.038322930622,24.038322930622,47.4608504468421,47.2084916728421,33.4319611204415,81.8506094736842,81.8506094736842,13.3478825789474,29.5588662957345,319.999911566811,33.4319611204416,26.352163059785,26.352163059785,13.3609915789474,29.5588662957344,319.99991156681,ok,9.9475983006414e-14,1,55.4984464138992,67.8045609809937,57.8122865430622,2.313840129163,1.09625630439532,0,95.9976671612193,44.3776864377186,13.1626407969887,6.49622579472478,68.6879686766955,80.7979148067728,10.9457253172771
2020-12-01,29.02741,29.0186035,53.44760642,49.985646892,34.9289150694838,69.8011815789474,69.8011815789474,12.71344,34.6483081112993,320.318663066948,34.9289150694838,27.3499431353685,27.3499431353685,13.4714894965338,34.6483081112993,320.319410459022,ok,0,1,42.4512384435789,60.8173636653488,40.7825780789474,-1.6686603646315,0.942496875680751,1,104.091600980696,46.1823838522407,13.6537696814836,13.5931673172939,56.1474118974638,75.6067590810832,11.2534687827569
2020-12-02,24.00092,23.9856345,43.548129165,41.052546439,26.5041915757837,75.8724942105263,75.8724942105263,3.0970238758421e-05,39.1381625709759,304.879063417682,26.5041915757838,26.4744216431094,26.4744216431094,3.09702390107192e-05,39.1381625709758,304.879063417682,ok,9.9475983006414e-14,1,49.3980725674169,65.1066939098511,51.8868597105263,2.4887871431094,1.10376157208221,0,95.2034346325945,38.8533450212253,12.0750356373561,10.7806792939063,63.7974585731702,77.4295303797432,12.3491534454416
