Day,Strategy,ReferenceKind,BillEUR,ReferenceBillEUR,BillRelativeDifference,PeakKW,ReferencePeakKW,PeakRelativeDifference,CapDifferenceKW,Tolerance,Passed
2020-08-24,SH_BM,formal,22.5893280582031,22.5893280582031,0,55.6817390581717,55.6817390581717,0,NaN,1e-06,1
2020-08-24,VPP_BM,formal,19.558045178632,19.558045178632,0,75.5007842105263,75.5007842105263,0,NaN,1e-06,1
2020-08-24,PS,formal,29.0639872601539,29.0639872601539,0,8.49824226737144,8.49824226737144,0,NaN,1e-06,1
2020-08-24,PSDT,formal,19.558045178632,19.558045178632,0,75.5007842105263,75.5007842105263,0,NaN,1e-06,1
2020-08-24,LL,formal,29.0639884952874,29.0639884952874,0,8.49824231815424,8.49824231815424,0,NaN,1e-06,1
2020-08-24,IMPROVED_PEAK_GUARD,peak_guard_v1,20.5711012198149,20.5711012198149,0,17.9361625,17.9361625,0,0,1e-06,1
