Day,MinimumChargeForP0EURPerKW,PeakAtMinimumChargeKW,BillPenaltyAtMinimumChargeEUR,P0KW,LargestChargeTested,P0ReachedWithinGrid
2020-08-24,1,10.0652729055259,7.6949322903343,17.9361625,2,1
