Day,OriginalLoadPeakKW,P0KW,PaperLoadOnlyBaselineBillEUR,PvSelfNoBatteryBaselineBillEUR,VppBillEUR,VppPeakKW,VppNightPeakKW,VppDaytimePeakKW,VppPaperSavingsPercent,VppThroughputKWh,LexBillEUR,LexPeakKW,LexNightPeakKW,LexDaytimePeakKW,LexPaperSavingsPercent,LexThroughputKWh,LexStatus,BillDifferenceLexMinusVppEUR,BillDifferenceWithinAllowance,FreePeakReductionKW,FreePeakReductionPercent,VppPeakExcessOverP0KW,LexPeakExcessOverP0KW,LexPeakRatioToP0,LexPeakAtOrBelowP0,FreeShareOfExcessOverP0Percent,PsBillEUR,PsPeakKW,PsPaperSavingsPercent,TotalReduciblePeakKW,FreeShareOfReduciblePeakPercent,PsBillPenaltyEUR
2020-08-24,18.87078,17.9361625,36.671172405,33.29714113,19.558045178632,75.5007842105263,75.5007842105263,6.7168492989822e-15,46.6664306157681,244.671414653528,19.558045178632,19.3465325017137,19.3465325017137,2.75574481354846e-05,46.6664306157681,244.67252830054,ok,0,1,56.1542517088126,74.3757197968065,57.5646217105263,1.4103700017137,1.07863276225969,0,97.5499361242987,29.0639872601539,8.49824226737144,20.744319436618,67.0025419431549,83.8091363107597,9.5059420815219
